     A,B,C,D,E,F,G,H
     0.040132756,90928,,branch-misses,3709143,9.22,,
     0.040132756,4294,,iTLB-load-misses,7699945,19.14,,
     0.040132756,31667,,dTLB-load-misses,11694713,29.08,,
     0.040132756,38320,,dTLB-store-misses,15691700,39.02,,
     0.040132756,179279,,L1-icache-load-misses,15999483,39.79,,
     0.040132756,11915663,,L1-dcache-load-misses,16004476,39.81,26.75,of all L1-dcache accesses
     0.040132756,600874,,l2_rqsts.all_demand_miss,16000354,39.80,,
     0.040132756,282686,,LLC-load-misses,15999476,39.80,183.18,of all LL-cache accesses
     0.040132756,53174,,LLC-store-misses,15997705,39.80,,
     0.040132756,141616543,,cycles,16000277,39.81,,
     0.040132756,261418197,,instructions,12530533,31.18,1.85,insn per cycle
     0.040132756,44541545,,L1-dcache-loads,8531432,21.23,,
     0.040132756,2811670,,L1-dcache-load-misses,4537783,11.29,6.31,of all L1-dcache accesses
     0.040132756,154324,,LLC-loads,534106,1.33,,
     0.040132756,<not counted>,,LLC-load-misses,0,0.00,,
     0.080463092,185972,,branch-misses,16001618,39.67,,
     0.080463092,1250,,iTLB-load-misses,16000898,39.67,,
     0.080463092,46389,,dTLB-load-misses,16007936,39.69,,
     0.080463092,8295,,dTLB-store-misses,15999842,39.67,,
     0.080463092,27622,,L1-icache-load-misses,16007214,39.69,,
     0.080463092,2313400,,L1-dcache-load-misses,12858731,31.88,3.42,of all L1-dcache accesses
     0.080463092,396291,,l2_rqsts.all_demand_miss,8850575,21.94,,
     0.080463092,50497,,LLC-load-misses,4857681,12.04,15.79,of all LL-cache accesses
     0.080463092,25996,,LLC-store-misses,858111,2.13,,
     0.080463092,<not counted>,,cycles,0,0.00,,
     0.080463092,330308983,,instructions,3470095,8.60,,
     0.080463092,67559949,,L1-dcache-loads,7469082,18.52,,
     0.080463092,2385865,,L1-dcache-load-misses,11464759,28.43,3.53,of all L1-dcache accesses
     0.080463092,319842,,LLC-loads,15466087,38.35,,
     0.080463092,287268,,LLC-load-misses,16007710,39.69,89.82,of all LL-cache accesses
     0.120791998,308589,,branch-misses,13172326,32.66,,
     0.120791998,3266,,iTLB-load-misses,9174077,22.75,,
     0.120791998,146886,,dTLB-load-misses,5181312,12.85,,
     0.120791998,3922,,dTLB-store-misses,1182384,2.93,,
     0.120791998,<not counted>,,L1-icache-load-misses,0,0.00,,
     0.120791998,2187925,,L1-dcache-load-misses,3142142,7.79,6.05,of all L1-dcache accesses
     0.120791998,147087,,l2_rqsts.all_demand_miss,7138949,17.70,,
     0.120791998,190862,,LLC-load-misses,11139300,27.63,21.29,of all LL-cache accesses
     0.120791998,32045,,LLC-store-misses,15138052,37.54,,
     0.120791998,139054558,,cycles,16003587,39.69,,
     0.120791998,151898169,,instructions,16008208,39.70,1.09,insn per cycle
     0.120791998,36191211,,L1-dcache-loads,16002334,39.69,,
     0.120791998,3518488,,L1-dcache-load-misses,16003070,39.69,9.72,of all L1-dcache accesses
     0.120791998,896539,,LLC-loads,15995558,39.67,,
     0.120791998,368066,,LLC-load-misses,15992630,39.66,41.05,of all LL-cache accesses
     0.161065334,320195,,branch-misses,2821056,7.01,,
     0.161065334,1098,,iTLB-load-misses,6817578,16.93,,
     0.161065334,34169,,dTLB-load-misses,10822446,26.88,,
     0.161065334,4714,,dTLB-store-misses,14819994,36.80,,
     0.161065334,508355,,L1-icache-load-misses,16006691,39.75,,
     0.161065334,2392209,,L1-dcache-load-misses,16009325,39.76,4.08,of all L1-dcache accesses
     0.161065334,460172,,l2_rqsts.all_demand_miss,15993115,39.72,,
     0.161065334,116577,,LLC-load-misses,15994310,39.72,50.08,of all LL-cache accesses
     0.161065334,12158,,LLC-store-misses,15995900,39.72,,
     0.161065334,131828836,,cycles,15993790,39.72,,
     0.161065334,238644191,,instructions,13459509,33.42,1.81,insn per cycle
     0.161065334,58648467,,L1-dcache-loads,9460915,23.49,,
     0.161065334,9106050,,L1-dcache-load-misses,5459263,13.56,15.53,of all L1-dcache accesses
     0.161065334,232765,,LLC-loads,1460429,3.63,,
     0.161065334,<not counted>,,LLC-load-misses,0,0.00,,
     0.201360716,217128,,branch-misses,16001306,39.71,,
     0.201360716,1319,,iTLB-load-misses,16001931,39.71,,
     0.201360716,80523,,dTLB-load-misses,15999029,39.70,,
     0.201360716,6485,,dTLB-store-misses,16004490,39.72,,
     0.201360716,22661,,L1-icache-load-misses,15998031,39.70,,
     0.201360716,3510205,,L1-dcache-load-misses,13751097,34.12,6.26,of all L1-dcache accesses
     0.201360716,937831,,l2_rqsts.all_demand_miss,9746955,24.18,,
     0.201360716,526221,,LLC-load-misses,5755093,14.28,90.30,of all LL-cache accesses
     0.201360716,1513,,LLC-store-misses,1757479,4.36,,
     0.201360716,<not counted>,,cycles,0,0.00,,
     0.201360716,93217332,,instructions,2543213,6.31,,
     0.201360716,56099889,,L1-dcache-loads,6543908,16.24,,
     0.201360716,9462561,,L1-dcache-load-misses,10541390,26.16,16.87,of all L1-dcache accesses
     0.201360716,582725,,LLC-loads,14548471,36.10,,
     0.201360716,263383,,LLC-load-misses,15997875,39.70,45.20,of all LL-cache accesses
     0.241656309,476108,,branch-misses,14031531,34.82,,
     0.241656309,7635,,iTLB-load-misses,10033257,24.90,,
     0.241656309,79051,,dTLB-load-misses,6038903,14.99,,
     0.241656309,1066,,dTLB-store-misses,2040848,5.06,,
     0.241656309,<not counted>,,L1-icache-load-misses,0,0.00,,
     0.241656309,3950180,,L1-dcache-load-misses,2247795,5.58,6.38,of all L1-dcache accesses
     0.241656309,339807,,l2_rqsts.all_demand_miss,6249625,15.51,,
     0.241656309,162718,,LLC-load-misses,10243568,25.42,26.48,of all LL-cache accesses
     0.241656309,37539,,LLC-store-misses,14241393,35.35,,
     0.241656309,140005459,,cycles,15997948,39.71,,
     0.241656309,251484936,,instructions,16008047,39.73,1.80,insn per cycle
     0.241656309,61921781,,L1-dcache-loads,16008061,39.73,,
     0.241656309,3286994,,L1-dcache-load-misses,16009990,39.74,5.31,of all L1-dcache accesses
     0.241656309,614476,,LLC-loads,16006375,39.73,,
     0.241656309,391610,,LLC-load-misses,15992215,39.69,63.73,of all LL-cache accesses
     0.282013116,404809,,branch-misses,1963832,4.87,,
     0.282013116,1232,,iTLB-load-misses,5959500,14.77,,
     0.282013116,111799,,dTLB-load-misses,9962234,24.68,,
     0.282013116,5497,,dTLB-store-misses,13963361,34.60,,
     0.282013116,15895,,L1-icache-load-misses,16004960,39.66,,
     0.282013116,3052743,,L1-dcache-load-misses,15999349,39.64,10.48,of all L1-dcache accesses
     0.282013116,678386,,l2_rqsts.all_demand_miss,15995394,39.63,,
     0.282013116,527688,,LLC-load-misses,16008699,39.67,45.94,of all LL-cache accesses
     0.282013116,9360,,LLC-store-misses,16004554,39.66,,
     0.282013116,126801129,,cycles,15998231,39.64,,
     0.282013116,91602106,,instructions,14408323,35.70,0.72,insn per cycle
     0.282013116,29123960,,L1-dcache-loads,10394453,25.75,,
     0.282013116,2616335,,L1-dcache-load-misses,6400411,15.86,8.98,of all L1-dcache accesses
     0.282013116,1148681,,LLC-loads,2416144,5.99,,
     0.282013116,<not counted>,,LLC-load-misses,0,0.00,,
     0.322350325,277577,,branch-misses,16012710,39.70,,
     0.322350325,2246,,iTLB-load-misses,16001328,39.67,,
     0.322350325,63070,,dTLB-load-misses,16002037,39.67,,
     0.322350325,3217,,dTLB-store-misses,16022342,39.72,,
     0.322350325,12935,,L1-icache-load-misses,15987759,39.64,,
     0.322350325,2786567,,L1-dcache-load-misses,14740058,36.54,6.35,of all L1-dcache accesses
     0.322350325,668539,,l2_rqsts.all_demand_miss,10745203,26.64,,
     0.322350325,510508,,LLC-load-misses,6733153,16.69,57.85,of all LL-cache accesses
     0.322350325,146,,LLC-store-misses,2757710,6.83,,
     0.322350325,<not counted>,,cycles,0,0.00,,
     0.322350325,75800951,,instructions,1595833,3.96,,
     0.322350325,43875172,,L1-dcache-loads,5586747,13.85,,
     0.322350325,5477138,,L1-dcache-load-misses,9589724,23.77,12.48,of all L1-dcache accesses
     0.322350325,882492,,LLC-loads,13582983,33.67,,
     0.322350325,500446,,LLC-load-misses,15993688,39.64,56.71,of all LL-cache accesses
     0.362643078,391651,,branch-misses,15026653,37.30,,
     0.362643078,1021,,iTLB-load-misses,10970039,27.23,,
     0.362643078,74015,,dTLB-load-misses,7023532,17.43,,
     0.362643078,5278,,dTLB-store-misses,3022802,7.50,,
     0.362643078,<not counted>,,L1-icache-load-misses,0,0.00,,
     0.362643078,2392830,,L1-dcache-load-misses,1258750,3.12,7.21,of all L1-dcache accesses
     0.362643078,772908,,l2_rqsts.all_demand_miss,5263422,13.06,,
     0.362643078,697675,,LLC-load-misses,9246719,22.96,63.62,of all LL-cache accesses
     0.362643078,23495,,LLC-store-misses,13245115,32.88,,
     0.362643078,125385386,,cycles,15996668,39.72,,
     0.362643078,105550862,,instructions,15993687,39.71,0.84,insn per cycle
     0.362643078,33187760,,L1-dcache-loads,15998182,39.72,,
     0.362643078,3500099,,L1-dcache-load-misses,16057035,39.87,10.55,of all L1-dcache accesses
     0.362643078,1096545,,LLC-loads,16007323,39.74,,
     0.362643078,557485,,LLC-load-misses,16006403,39.74,50.84,of all LL-cache accesses
     0.402965119,595929,,branch-misses,974393,2.42,,
     0.402965119,1232,,iTLB-load-misses,4973184,12.33,,
     0.402965119,109469,,dTLB-load-misses,8969091,22.24,,
     0.402965119,3015,,dTLB-store-misses,12971495,32.17,,
     0.402965119,22866,,L1-icache-load-misses,16001423,39.69,,
     0.402965119,2992329,,L1-dcache-load-misses,16003111,39.69,5.23,of all L1-dcache accesses
     0.402965119,976306,,l2_rqsts.all_demand_miss,16002799,39.69,,
     0.402965119,407644,,LLC-load-misses,15992751,39.67,27.14,of all LL-cache accesses
     0.402965119,312779,,LLC-store-misses,15993880,39.67,,
     0.402965119,134212560,,cycles,15995663,39.67,,
     0.402965119,249367764,,instructions,15355522,38.08,1.86,insn per cycle
     0.402965119,57175207,,L1-dcache-loads,11363119,28.18,,
     0.402965119,3678989,,L1-dcache-load-misses,7364754,18.26,6.43,of all L1-dcache accesses
     0.402965119,1502151,,LLC-loads,3361665,8.34,,
     0.402965119,<not counted>,,LLC-load-misses,0,0.00,,
     0.443288011,260651,,branch-misses,15997486,39.67,,
     0.443288011,1438,,iTLB-load-misses,16001608,39.68,,
     0.443288011,70836,,dTLB-load-misses,16005701,39.69,,
     0.443288011,4687,,dTLB-store-misses,15985345,39.64,,
     0.443288011,85871,,L1-icache-load-misses,15999871,39.68,,
     0.443288011,2229293,,L1-dcache-load-misses,15678307,38.88,5.79,of all L1-dcache accesses
     0.443288011,820386,,l2_rqsts.all_demand_miss,11679913,28.96,,
     0.443288011,282672,,LLC-load-misses,7675392,19.03,24.74,of all LL-cache accesses
     0.443288011,26351,,LLC-store-misses,3685459,9.14,,
     0.443288011,<not counted>,,cycles,0,0.00,,
     0.443288011,111195344,,instructions,643164,1.59,,
     0.443288011,38481751,,L1-dcache-loads,4644347,11.52,,
     0.443288011,4322887,,L1-dcache-load-misses,8640944,21.43,11.23,of all L1-dcache accesses
     0.443288011,1142436,,LLC-loads,12635238,31.33,,
     0.443288011,620724,,LLC-load-misses,16023163,39.73,54.33,of all LL-cache accesses
     0.483603092,330906,,branch-misses,15981896,39.64,,
     0.483603092,1445,,iTLB-load-misses,11995276,29.75,,
     0.483603092,105072,,dTLB-load-misses,8000125,19.83,,
     0.483603092,7928,,dTLB-store-misses,4004049,9.93,,
     0.483603092,536816,,L1-icache-load-misses,15930,0.04,,
     0.483603092,7562108,,L1-dcache-load-misses,327515,0.81,27.05,of all L1-dcache accesses
     0.483603092,1096609,,l2_rqsts.all_demand_miss,4316965,10.70,,
     0.483603092,402497,,LLC-load-misses,8315348,20.62,63.68,of all LL-cache accesses
     0.483603092,65770,,LLC-store-misses,12313678,30.53,,
     0.483603092,133929829,,cycles,15991778,39.65,,
     0.483603092,115784683,,instructions,16027193,39.74,0.86,insn per cycle
     0.483603092,27953075,,L1-dcache-loads,16004793,39.69,,
     0.483603092,2151599,,L1-dcache-load-misses,16003301,39.68,7.70,of all L1-dcache accesses
     0.483603092,632065,,LLC-loads,16011028,39.66,,
     0.483603092,389643,,LLC-load-misses,15982019,39.59,61.65,of all LL-cache accesses
     0.523982076,146095,,branch-misses,11875,0.03,,
     0.523982076,835,,iTLB-load-misses,4004691,9.93,,
     0.523982076,226784,,dTLB-load-misses,7989394,19.81,,
     0.523982076,10405,,dTLB-store-misses,11993871,29.74,,
     0.523982076,12039,,L1-icache-load-misses,15988882,39.65,,
     0.523982076,2483165,,L1-dcache-load-misses,16005208,39.69,12.59,of all L1-dcache accesses
     0.523982076,849567,,l2_rqsts.all_demand_miss,15999771,39.68,,
     0.523982076,547758,,LLC-load-misses,15961381,39.58,30.38,of all LL-cache accesses
     0.523982076,191,,LLC-store-misses,15967255,39.60,,
     0.523982076,123305061,,cycles,15961648,39.58,,
     0.523982076,76743055,,instructions,15969145,39.60,0.62,insn per cycle
     0.523982076,19726549,,L1-dcache-loads,12375104,30.69,,
     0.523982076,4084383,,L1-dcache-load-misses,8374460,20.77,20.71,of all L1-dcache accesses
     0.523982076,1802987,,LLC-loads,4376650,10.86,,
     0.523982076,353353,,LLC-load-misses,377983,0.94,19.60,of all LL-cache accesses
     0.564265505,182743,,branch-misses,16004127,39.72,,
     0.564265505,1097,,iTLB-load-misses,16002003,39.72,,
     0.564265505,189992,,dTLB-load-misses,16000854,39.72,,
     0.564265505,17191,,dTLB-store-misses,15999287,39.71,,
     0.564265505,16419,,L1-icache-load-misses,16000906,39.72,,
     0.564265505,2750423,,L1-dcache-load-misses,15997957,39.70,10.01,of all L1-dcache accesses
     0.564265505,1329000,,l2_rqsts.all_demand_miss,12667697,31.44,,
     0.564265505,211768,,LLC-load-misses,8663927,21.50,13.85,of all LL-cache accesses
     0.564265505,2910,,LLC-store-misses,4666078,11.58,,
     0.564265505,133593882,,cycles,674774,1.67,,
     0.564265505,<not counted>,,instructions,0,0.00,,
     0.564265505,27469374,,L1-dcache-loads,3626183,9.00,,
     0.564265505,3309723,,L1-dcache-load-misses,7622361,18.91,12.05,of all L1-dcache accesses
     0.564265505,1528525,,LLC-loads,11621373,28.84,,
     0.564265505,694569,,LLC-load-misses,15627362,38.78,45.44,of all LL-cache accesses
     0.604545416,176074,,branch-misses,15984274,39.69,,
     0.604545416,3492,,iTLB-load-misses,12926701,32.09,,
     0.604545416,31652,,dTLB-load-misses,8929194,22.17,,
     0.604545416,6338,,dTLB-store-misses,4937959,12.26,,
     0.604545416,5130131,,L1-icache-load-misses,940944,2.34,,
     0.604545416,<not counted>,,L1-dcache-load-misses,0,0.00,,
     0.604545416,172205,,l2_rqsts.all_demand_miss,3332814,8.28,,
     0.604545416,73575,,LLC-load-misses,7327427,18.20,78.53,of all LL-cache accesses
     0.604545416,1116,,LLC-store-misses,11324259,28.12,,
     0.604545416,138967514,,cycles,15321369,38.05,,
     0.604545416,305146037,,instructions,15999130,39.73,2.20,insn per cycle
     0.604545416,86542961,,L1-dcache-loads,16014165,39.77,,
     0.604545416,897467,,L1-dcache-load-misses,16009300,39.76,1.04,of all L1-dcache accesses
     0.604545416,93685,,LLC-loads,16009984,39.76,,
     0.604545416,76743,,LLC-load-misses,15997439,39.73,81.92,of all LL-cache accesses
     0.644900362,<not counted>,,branch-misses,0,0.00,,
     0.644900362,1777,,iTLB-load-misses,3064357,7.59,,
     0.644900362,34417,,dTLB-load-misses,7061627,17.50,,
     0.644900362,5077,,dTLB-store-misses,11070755,27.44,,
     0.644900362,3980329,,L1-icache-load-misses,15073539,37.36,,
     0.644900362,2332165,,L1-dcache-load-misses,16007612,39.67,7.26,of all L1-dcache accesses
     0.644900362,750438,,l2_rqsts.all_demand_miss,16008257,39.67,,
     0.644900362,408289,,LLC-load-misses,15995337,39.64,39.08,of all LL-cache accesses
     0.644900362,30111,,LLC-store-misses,15991679,39.63,,
     0.644900362,141317746,,cycles,15995987,39.64,,
     0.644900362,101997303,,instructions,15995054,39.64,0.72,insn per cycle
     0.644900362,32124821,,L1-dcache-loads,13292749,32.94,,
     0.644900362,3601513,,L1-dcache-load-misses,9294800,23.03,11.21,of all L1-dcache accesses
     0.644900362,1044797,,LLC-loads,5298114,13.13,,
     0.644900362,514871,,LLC-load-misses,1300913,3.22,49.28,of all LL-cache accesses
     0.685191015,207067,,branch-misses,15995347,39.71,,
     0.685191015,1633,,iTLB-load-misses,16001242,39.73,,
     0.685191015,91746,,dTLB-load-misses,16007995,39.74,,
     0.685191015,2970,,dTLB-store-misses,16002371,39.73,,
     0.685191015,185667,,L1-icache-load-misses,15993314,39.71,,
     0.685191015,1686539,,L1-dcache-load-misses,15990431,39.70,8.34,of all L1-dcache accesses
     0.685191015,501281,,l2_rqsts.all_demand_miss,13564004,33.67,,
     0.685191015,157841,,LLC-load-misses,9568593,23.75,34.42,of all LL-cache accesses
     0.685191015,11066,,LLC-store-misses,5580032,13.85,,
     0.685191015,122997289,,cycles,1584961,3.93,,
     0.685191015,<not counted>,,instructions,0,0.00,,
     0.685191015,20210874,,L1-dcache-loads,2709527,6.73,,
     0.685191015,1611478,,L1-dcache-load-misses,6701240,16.64,7.97,of all L1-dcache accesses
     0.685191015,458545,,LLC-loads,10698873,26.56,,
     0.685191015,245177,,LLC-load-misses,14700092,36.50,53.47,of all LL-cache accesses
     0.725472694,463667,,branch-misses,16001085,39.72,,
     0.725472694,22056,,iTLB-load-misses,13853445,34.39,,
     0.725472694,71337,,dTLB-load-misses,9826181,24.39,,
     0.725472694,23958,,dTLB-store-misses,5861822,14.55,,
     0.725472694,3213705,,L1-icache-load-misses,1859778,4.62,,
     0.725472694,<not counted>,,L1-dcache-load-misses,0,0.00,,
     0.725472694,260132,,l2_rqsts.all_demand_miss,2420929,6.01,,
     0.725472694,106775,,LLC-load-misses,6419653,15.93,23.95,of all LL-cache accesses
     0.725472694,13237,,LLC-store-misses,10414823,25.85,,
     0.725472694,139218729,,cycles,14411444,35.77,,
     0.725472694,197088649,,instructions,16002273,39.72,1.42,insn per cycle
     0.725472694,42547185,,L1-dcache-loads,16002116,39.72,,
     0.725472694,1497376,,L1-dcache-load-misses,16008333,39.74,3.52,of all L1-dcache accesses
     0.725472694,445873,,LLC-loads,16038413,39.81,,
     0.725472694,373331,,LLC-load-misses,15998043,39.71,83.73,of all LL-cache accesses
     0.765765915,<not counted>,,branch-misses,0,0.00,,
     0.765765915,40557,,iTLB-load-misses,2142052,5.32,,
     0.765765915,32670,,dTLB-load-misses,6142193,15.24,,
     0.765765915,8736,,dTLB-store-misses,10146455,25.18,,
     0.765765915,3452177,,L1-icache-load-misses,14149380,35.12,,
     0.765765915,3223335,,L1-dcache-load-misses,16001527,39.72,3.74,of all L1-dcache accesses
     0.765765915,969487,,l2_rqsts.all_demand_miss,16000741,39.72,,
     0.765765915,60244,,LLC-load-misses,15989730,39.69,21.12,of all LL-cache accesses
     0.765765915,39277,,LLC-store-misses,15984872,39.68,,
     0.765765915,139035682,,cycles,15994331,39.70,,
     0.765765915,324839334,,instructions,15992807,39.70,2.34,insn per cycle
     0.765765915,86160313,,L1-dcache-loads,14163014,35.15,,
     0.765765915,3012649,,L1-dcache-load-misses,10165395,25.23,3.50,of all L1-dcache accesses
     0.765765915,285296,,LLC-loads,6167838,15.31,,
     0.765765915,22062,,LLC-load-misses,2169608,5.38,7.73,of all LL-cache accesses
     0.806080538,708307,,branch-misses,16003748,39.70,,
     0.806080538,20542,,iTLB-load-misses,16004724,39.70,,
     0.806080538,24664,,dTLB-load-misses,16002164,39.70,,
     0.806080538,3594,,dTLB-store-misses,16002129,39.70,,
     0.806080538,1490114,,L1-icache-load-misses,16002632,39.70,,
     0.806080538,3761536,,L1-dcache-load-misses,16007936,39.71,5.79,of all L1-dcache accesses
     0.806080538,612844,,l2_rqsts.all_demand_miss,14471461,35.90,,
     0.806080538,72739,,LLC-load-misses,10471401,25.97,13.27,of all LL-cache accesses
     0.806080538,37557,,LLC-store-misses,6473078,16.06,,
     0.806080538,135031906,,cycles,2466361,6.12,,
     0.806080538,<not counted>,,instructions,0,0.00,,
     0.806080538,65013020,,L1-dcache-loads,1834380,4.55,,
     0.806080538,2407497,,L1-dcache-load-misses,5835148,14.47,3.70,of all L1-dcache accesses
     0.806080538,548089,,LLC-loads,9833449,24.39,,
     0.806080538,37164,,LLC-load-misses,13833961,34.31,6.78,of all LL-cache accesses
     0.846369524,324930,,branch-misses,16007910,39.73,,
     0.846369524,3089,,iTLB-load-misses,14748540,36.61,,
     0.846369524,33932,,dTLB-load-misses,10749412,26.68,,
     0.846369524,4466,,dTLB-store-misses,6747533,16.75,,
     0.846369524,50265,,L1-icache-load-misses,2750240,6.83,,
     0.846369524,<not counted>,,L1-dcache-load-misses,0,0.00,,
     0.846369524,662822,,l2_rqsts.all_demand_miss,1534973,3.81,,
     0.846369524,79491,,LLC-load-misses,5539159,13.73,28.70,of all LL-cache accesses
     0.846369524,43938,,LLC-store-misses,9532521,23.64,,
     0.846369524,130436612,,cycles,13526908,33.54,,
     0.846369524,262790728,,instructions,15995312,39.67,2.01,insn per cycle
     0.846369524,74339727,,L1-dcache-loads,15988945,39.65,,
     0.846369524,2300179,,L1-dcache-load-misses,15998573,39.67,3.09,of all L1-dcache accesses
     0.846369524,276957,,LLC-loads,16003065,39.69,,
     0.846369524,118740,,LLC-load-misses,16008573,39.70,42.87,of all LL-cache accesses
     0.886629863,<not counted>,,branch-misses,0,0.00,,
     0.886629863,11063,,iTLB-load-misses,1248045,3.10,,
     0.886629863,38116,,dTLB-load-misses,5245745,13.03,,
     0.886629863,4877,,dTLB-store-misses,9243429,22.96,,
     0.886629863,61706,,L1-icache-load-misses,13240543,32.89,,
     0.886629863,5276494,,L1-dcache-load-misses,16002646,39.79,7.16,of all L1-dcache accesses
     0.886629863,610135,,l2_rqsts.all_demand_miss,16001686,39.79,,
     0.886629863,311391,,LLC-load-misses,16002141,39.79,86.86,of all LL-cache accesses
     0.886629863,33212,,LLC-store-misses,16009679,39.81,,
     0.886629863,132793208,,cycles,15996158,39.78,,
     0.886629863,233987464,,instructions,15996005,39.78,1.76,insn per cycle
     0.886629863,73724919,,L1-dcache-loads,15014356,37.34,,
     0.886629863,3308949,,L1-dcache-load-misses,11009576,27.38,4.49,of all L1-dcache accesses
     0.886629863,358494,,LLC-loads,7019144,17.45,,
     0.886629863,87323,,LLC-load-misses,3024919,7.52,24.36,of all LL-cache accesses
     0.926890869,432453,,branch-misses,16006547,39.76,,
     0.926890869,2761,,iTLB-load-misses,16005612,39.75,,
     0.926890869,34364,,dTLB-load-misses,15998046,39.74,,
     0.926890869,12295,,dTLB-store-misses,15995682,39.73,,
     0.926890869,420213,,L1-icache-load-misses,15997608,39.73,,
     0.926890869,4255858,,L1-dcache-load-misses,15995581,39.73,9.95,of all L1-dcache accesses
     0.926890869,805457,,l2_rqsts.all_demand_miss,15278690,37.95,,
     0.926890869,287006,,LLC-load-misses,11276068,28.01,63.49,of all LL-cache accesses
     0.926890869,115371,,LLC-store-misses,7276666,18.07,,
     0.926890869,133678965,,cycles,3281823,8.15,,
     0.926890869,<not counted>,,instructions,0,0.00,,
     0.926890869,42793105,,L1-dcache-loads,981364,2.44,,
     0.926890869,3383524,,L1-dcache-load-misses,4979015,12.37,7.91,of all L1-dcache accesses
     0.926890869,452026,,LLC-loads,8979965,22.30,,
     0.926890869,248147,,LLC-load-misses,12982173,32.24,54.90,of all LL-cache accesses
     0.967143256,375156,,branch-misses,15988838,39.72,,
     0.967143256,5399,,iTLB-load-misses,15528971,38.57,,
     0.967143256,52622,,dTLB-load-misses,11531344,28.64,,
     0.967143256,7713,,dTLB-store-misses,7531142,18.71,,
     0.967143256,28191,,L1-icache-load-misses,3525959,8.76,,
     0.967143256,<not counted>,,L1-dcache-load-misses,0,0.00,,
     0.967143256,510451,,l2_rqsts.all_demand_miss,723457,1.80,,
     0.967143256,168924,,LLC-load-misses,4723447,11.73,22.68,of all LL-cache accesses
     0.967143256,10340,,LLC-store-misses,8716681,21.65,,
     0.967143256,133187270,,cycles,12718554,31.59,,
     0.967143256,237649776,,instructions,16004529,39.76,1.78,insn per cycle
     0.967143256,58893382,,L1-dcache-loads,16017280,39.79,,
     0.967143256,4918622,,L1-dcache-load-misses,16003933,39.76,8.35,of all L1-dcache accesses
     0.967143256,744697,,LLC-loads,16000278,39.75,,
     0.967143256,346132,,LLC-load-misses,15996365,39.74,46.48,of all LL-cache accesses
     1.007455592,<not counted>,,branch-misses,0,0.00,,
     1.007455592,1711,,iTLB-load-misses,471124,1.17,,
     1.007455592,61115,,dTLB-load-misses,4475769,11.10,,
     1.007455592,1564,,dTLB-store-misses,8473761,21.02,,
     1.007455592,29426,,L1-icache-load-misses,12469105,30.93,,
     1.007455592,5398858,,L1-dcache-load-misses,15999482,39.69,10.64,of all L1-dcache accesses
     1.007455592,927372,,l2_rqsts.all_demand_miss,15999700,39.69,,
     1.007455592,273868,,LLC-load-misses,16012233,39.72,42.93,of all LL-cache accesses
     1.007455592,52016,,LLC-store-misses,15995592,39.68,,
     1.007455592,132858752,,cycles,15999492,39.69,,
     1.007455592,184345359,,instructions,15993534,39.68,1.39,insn per cycle
     1.007455592,50724060,,L1-dcache-loads,15830225,39.27,,
     1.007455592,4437395,,L1-dcache-load-misses,11851818,29.40,8.75,of all L1-dcache accesses
     1.007455592,637994,,LLC-loads,7853199,19.48,,
     1.007455592,268507,,LLC-load-misses,3853974,9.56,42.09,of all LL-cache accesses
     1.047774966,417422,,branch-misses,16008635,39.70,,
     1.047774966,4410,,iTLB-load-misses,15996641,39.68,,
     1.047774966,60573,,dTLB-load-misses,15997401,39.68,,
     1.047774966,3355,,dTLB-store-misses,15991705,39.66,,
     1.047774966,107224,,L1-icache-load-misses,15986203,39.65,,
     1.047774966,4180109,,L1-dcache-load-misses,15995729,39.67,30.31,of all L1-dcache accesses
     1.047774966,752472,,l2_rqsts.all_demand_miss,16001961,39.69,,
     1.047774966,200994,,LLC-load-misses,12163512,30.17,18.01,of all LL-cache accesses
     1.047774966,129626,,LLC-store-misses,8166979,20.25,,
     1.047774966,130266640,,cycles,4168778,10.34,,
     1.047774966,125004821,,instructions,168485,0.42,0.96,insn per cycle
     1.047774966,13790920,,L1-dcache-loads,156028,0.39,,
     1.047774966,6738341,,L1-dcache-load-misses,4156928,10.31,48.86,of all L1-dcache accesses
     1.047774966,1116077,,LLC-loads,8149386,20.21,,
     1.047774966,347709,,LLC-load-misses,12154502,30.15,31.15,of all LL-cache accesses
     1.088016444,301339,,branch-misses,16008550,39.78,,
     1.088016444,2055,,iTLB-load-misses,15999260,39.76,,
     1.088016444,61785,,dTLB-load-misses,12395737,30.80,,
     1.088016444,15612,,dTLB-store-misses,8398982,20.87,,
     1.088016444,35333,,L1-icache-load-misses,4401624,10.94,,
     1.088016444,6194845,,L1-dcache-load-misses,404236,1.00,10.08,of all L1-dcache accesses
     1.088016444,<not counted>,,l2_rqsts.all_demand_miss,0,0.00,,
     1.088016444,232448,,LLC-load-misses,3842107,9.55,43.69,of all LL-cache accesses
     1.088016444,109789,,LLC-store-misses,7831412,19.46,,
     1.088016444,130917167,,cycles,11829602,29.39,,
     1.088016444,222171545,,instructions,15829423,39.33,1.70,insn per cycle
     1.088016444,61481734,,L1-dcache-loads,15993481,39.74,,
     1.088016444,3505445,,L1-dcache-load-misses,16009853,39.78,5.70,of all L1-dcache accesses
     1.088016444,532084,,LLC-loads,16011160,39.78,,
     1.088016444,251389,,LLC-load-misses,16009987,39.78,47.25,of all LL-cache accesses
     1.128278958,494117,,branch-misses,659997,1.64,,
     1.128278958,<not counted>,,iTLB-load-misses,0,0.00,,
