     A,B,C,D,E,F,G,H
     2.417884850,1927245,,l2_rqsts.all_demand_miss,6274897,15.57,,
     2.417884850,429209,,LLC-load-misses,2276556,5.65,39.83,of all LL-cache accesses
     2.417884850,<not counted>,,LLC-store-misses,0,0.00,,
     2.417884850,133363037,,cycles,2022024,5.02,,
     2.417884850,101210522,,instructions,6018412,14.94,0.76,insn per cycle
     2.417884850,31584785,,L1-dcache-loads,10015717,24.86,,
     2.417884850,5141328,,L1-dcache-load-misses,14020791,34.80,16.28,of all L1-dcache accesses
     2.417884850,1077675,,LLC-loads,16002731,39.72,,
     2.417884850,457927,,LLC-load-misses,16005415,39.72,42.49,of all LL-cache accesses
     2.458215317,541656,,branch-misses,10603287,26.28,,
     2.458215317,1355,,iTLB-load-misses,6609384,16.38,,
     2.458215317,69746,,dTLB-load-misses,2609943,6.47,,
     2.458215317,<not counted>,,dTLB-store-misses,0,0.00,,
     2.458215317,16698,,L1-icache-load-misses,1727942,4.28,,
     2.458215317,4091428,,L1-dcache-load-misses,5726475,14.19,15.42,of all L1-dcache accesses
     2.458215317,1920210,,l2_rqsts.all_demand_miss,9725052,24.10,,
     2.458215317,458151,,LLC-load-misses,13722934,34.01,40.81,of all LL-cache accesses
     2.458215317,58718,,LLC-store-misses,16001429,39.65,,
     2.458215317,139270158,,cycles,16001908,39.65,,
     2.458215317,90866319,,instructions,15999882,39.65,0.65,insn per cycle
     2.458215317,26541321,,L1-dcache-loads,16003341,39.66,,
     2.458215317,4565735,,L1-dcache-load-misses,15999852,39.65,17.20,of all L1-dcache accesses
     2.458215317,1122632,,LLC-loads,16001669,39.65,,
     2.458215317,438665,,LLC-load-misses,14637522,36.27,39.07,of all LL-cache accesses
     2.498537334,657231,,branch-misses,5382072,13.35,,
     2.498537334,1482,,iTLB-load-misses,9378850,23.27,,
     2.498537334,74619,,dTLB-load-misses,13373042,33.19,,
     2.498537334,9882,,dTLB-store-misses,15978771,39.67,,
     2.498537334,29250,,L1-icache-load-misses,16006870,39.74,,
     2.498537334,4898180,,L1-dcache-load-misses,15998342,39.71,16.13,of all L1-dcache accesses
     2.498537334,1478573,,l2_rqsts.all_demand_miss,16003180,39.72,,
     2.498537334,484551,,LLC-load-misses,16006467,39.73,0.00,of all LL-cache accesses
     2.498537334,71526,,LLC-store-misses,15994002,39.70,,
     2.498537334,136387785,,cycles,14935229,37.07,,
     2.498537334,88615537,,instructions,10934823,27.14,0.65,insn per cycle
     2.498537334,30367624,,L1-dcache-loads,6931556,17.20,,
     2.498537334,4216773,,L1-dcache-load-misses,2938389,7.29,13.89,of all L1-dcache accesses
     2.498537334,<not counted>,,LLC-loads,0,0.00,,
     2.498537334,325255,,LLC-load-misses,1371675,3.40,0.00,of all LL-cache accesses
     2.538832014,470642,,branch-misses,16007725,39.73,,
     2.538832014,1780,,iTLB-load-misses,15996676,39.70,,
     2.538832014,63692,,dTLB-load-misses,15980448,39.66,,
     2.538832014,8558,,dTLB-store-misses,15992576,39.69,,
     2.538832014,25708,,L1-icache-load-misses,15210584,37.75,,
     2.538832014,6196826,,L1-dcache-load-misses,11217950,27.84,17.52,of all L1-dcache accesses
     2.538832014,2002218,,l2_rqsts.all_demand_miss,7221847,17.92,,
     2.538832014,409691,,LLC-load-misses,3223474,8.00,33.99,of all LL-cache accesses
     2.538832014,<not counted>,,LLC-store-misses,0,0.00,,
     2.538832014,127519447,,cycles,1065306,2.64,,
     2.538832014,108191356,,instructions,5063436,12.57,0.85,insn per cycle
     2.538832014,35367009,,L1-dcache-loads,9062854,22.50,,
     2.538832014,5679736,,L1-dcache-load-misses,13066805,32.43,16.06,of all L1-dcache accesses
     2.538832014,1205339,,LLC-loads,16019760,39.76,,
     2.538832014,475040,,LLC-load-misses,16007514,39.73,39.41,of all LL-cache accesses
     2.579160616,580750,,branch-misses,11546325,28.62,,
     2.579160616,1298,,iTLB-load-misses,7549413,18.71,,
     2.579160616,64543,,dTLB-load-misses,3552802,8.81,,
     2.579160616,<not counted>,,dTLB-store-misses,0,0.00,,
     2.579160616,29876,,L1-icache-load-misses,779135,1.93,,
     2.579160616,4239738,,L1-dcache-load-misses,4779260,11.85,16.21,of all L1-dcache accesses
     2.579160616,2022309,,l2_rqsts.all_demand_miss,8777682,21.76,,
     2.579160616,472751,,LLC-load-misses,12776165,31.67,38.36,of all LL-cache accesses
     2.579160616,60805,,LLC-store-misses,16005369,39.68,,
     2.579160616,138772148,,cycles,16005719,39.68,,
     2.579160616,86517578,,instructions,16001110,39.66,0.62,insn per cycle
     2.579160616,26160675,,L1-dcache-loads,16004795,39.67,,
     2.579160616,4786477,,L1-dcache-load-misses,16003053,39.67,18.30,of all L1-dcache accesses
     2.579160616,1232518,,LLC-loads,16000042,39.66,,
     2.579160616,436986,,LLC-load-misses,15569370,38.59,35.45,of all LL-cache accesses
     2.619470057,599162,,branch-misses,4449873,11.04,,
     2.619470057,1321,,iTLB-load-misses,8444339,20.95,,
     2.619470057,75757,,dTLB-load-misses,12440463,30.87,,
     2.619470057,9649,,dTLB-store-misses,15997456,39.70,,
     2.619470057,24031,,L1-icache-load-misses,16004699,39.72,,
     2.619470057,4688878,,L1-dcache-load-misses,16008956,39.73,15.83,of all L1-dcache accesses
     2.619470057,1457483,,l2_rqsts.all_demand_miss,16007285,39.73,,
     2.619470057,486838,,LLC-load-misses,15999459,39.71,0.00,of all LL-cache accesses
     2.619470057,72838,,LLC-store-misses,15995225,39.70,,
     2.619470057,134489768,,cycles,15853297,39.34,,
     2.619470057,88471203,,instructions,11858264,29.43,0.66,insn per cycle
     2.619470057,29618867,,L1-dcache-loads,7866809,19.52,,
     2.619470057,4246137,,L1-dcache-load-misses,3867127,9.60,14.34,of all L1-dcache accesses
     2.619470057,<not counted>,,LLC-loads,0,0.00,,
     2.619470057,274326,,LLC-load-misses,432036,1.07,0.00,of all LL-cache accesses
     2.659848936,282219,,branch-misses,16000393,39.63,,
     2.659848936,1189,,iTLB-load-misses,15991834,39.61,,
     2.659848936,71792,,dTLB-load-misses,15987548,39.59,,
     2.659848936,9965,,dTLB-store-misses,15999906,39.63,,
     2.659848936,7618,,L1-icache-load-misses,16000146,39.63,,
     2.659848936,14343596,,L1-dcache-load-misses,12239072,30.31,19.91,of all L1-dcache accesses
     2.659848936,1993626,,l2_rqsts.all_demand_miss,8239789,20.41,,
     2.659848936,115675,,LLC-load-misses,4238309,10.50,13.52,of all LL-cache accesses
     2.659848936,3340,,LLC-store-misses,241748,0.60,,
     2.659848936,100275186,,cycles,137236,0.34,,
     2.659848936,104182551,,instructions,4137585,10.25,1.04,insn per cycle
     2.659848936,72033634,,L1-dcache-loads,8132807,20.14,,
     2.659848936,6898376,,L1-dcache-load-misses,12138303,30.06,9.58,of all L1-dcache accesses
     2.659848936,855468,,LLC-loads,16011226,39.66,,
     2.659848936,250720,,LLC-load-misses,15999323,39.63,29.31,of all LL-cache accesses
     2.700175992,484467,,branch-misses,12561219,31.15,,
     2.700175992,1466,,iTLB-load-misses,8553925,21.21,,
     2.700175992,8233,,dTLB-load-misses,4540614,11.26,,
     2.700175992,1355,,dTLB-store-misses,565351,1.40,,
     2.700175992,<not counted>,,L1-icache-load-misses,0,0.00,,
     2.700175992,5679819,,L1-dcache-load-misses,3761903,9.33,6.16,of all L1-dcache accesses
     2.700175992,849309,,l2_rqsts.all_demand_miss,7763224,19.25,,
     2.700175992,186823,,LLC-load-misses,11760195,29.16,225.65,of all LL-cache accesses
     2.700175992,24637,,LLC-store-misses,15756270,39.07,,
     2.700175992,142804707,,cycles,15996606,39.67,,
     2.700175992,326903155,,instructions,15994915,39.66,2.29,insn per cycle
     2.700175992,92164049,,L1-dcache-loads,15998208,39.67,,
     2.700175992,859246,,L1-dcache-load-misses,16010716,39.70,0.93,of all L1-dcache accesses
     2.700175992,82794,,LLC-loads,16027577,39.74,,
     2.700175992,52886,,LLC-load-misses,16002876,39.68,63.88,of all LL-cache accesses
     2.740517847,424154,,branch-misses,3443500,8.54,,
     2.740517847,1110,,iTLB-load-misses,7444149,18.45,,
     2.740517847,8926,,dTLB-load-misses,11433069,28.34,,
     2.740517847,509,,dTLB-store-misses,15434849,38.26,,
     2.740517847,3481724,,L1-icache-load-misses,16000722,39.67,,
     2.740517847,2170731,,L1-dcache-load-misses,16006476,39.68,5.94,of all L1-dcache accesses
     2.740517847,663234,,l2_rqsts.all_demand_miss,16012827,39.70,,
     2.740517847,401908,,LLC-load-misses,16007330,39.68,51.97,of all LL-cache accesses
     2.740517847,53831,,LLC-store-misses,15996802,39.66,,
     2.740517847,140145096,,cycles,15986516,39.63,,
     2.740517847,105679282,,instructions,12901203,31.98,0.75,insn per cycle
     2.740517847,36543654,,L1-dcache-loads,8905631,22.07,,
     2.740517847,5414882,,L1-dcache-load-misses,4913731,12.18,14.82,of all L1-dcache accesses
     2.740517847,773409,,LLC-loads,916479,2.27,,
     2.740517847,<not counted>,,LLC-load-misses,0,0.00,,
     2.780852833,265298,,branch-misses,16009340,39.69,,
     2.780852833,1076,,iTLB-load-misses,15997751,39.66,,
     2.780852833,74100,,dTLB-load-misses,15992683,39.65,,
     2.780852833,3260,,dTLB-store-misses,15993749,39.65,,
     2.780852833,14814,,L1-icache-load-misses,15991889,39.65,,
     2.780852833,4832009,,L1-dcache-load-misses,13241240,32.83,6.92,of all L1-dcache accesses
     2.780852833,781152,,l2_rqsts.all_demand_miss,9242277,22.91,,
     2.780852833,409527,,LLC-load-misses,5244430,13.00,136.74,of all LL-cache accesses
     2.780852833,30349,,LLC-store-misses,1245384,3.09,,
     2.780852833,<not counted>,,cycles,0,0.00,,
     2.780852833,215147844,,instructions,3089191,7.66,,
     2.780852833,69868552,,L1-dcache-loads,7086126,17.57,,
     2.780852833,2810143,,L1-dcache-load-misses,11086892,27.49,4.02,of all L1-dcache accesses
     2.780852833,299486,,LLC-loads,15091857,37.42,,
     2.780852833,171253,,LLC-load-misses,16005875,39.68,57.18,of all LL-cache accesses
     2.821233712,381330,,branch-misses,13610109,33.70,,
     2.821233712,1104,,iTLB-load-misses,9612859,23.80,,
     2.821233712,108965,,dTLB-load-misses,5621699,13.92,,
     2.821233712,32727,,dTLB-store-misses,1619137,4.01,,
     2.821233712,<not counted>,,L1-icache-load-misses,0,0.00,,
     2.821233712,3669621,,L1-dcache-load-misses,2765537,6.85,11.55,of all L1-dcache accesses
     2.821233712,1091964,,l2_rqsts.all_demand_miss,6759931,16.74,,
     2.821233712,566239,,LLC-load-misses,10757069,26.64,54.81,of all LL-cache accesses
     2.821233712,109716,,LLC-store-misses,14760083,36.55,,
     2.821233712,141429681,,cycles,15995158,39.61,,
     2.821233712,123008587,,instructions,16005847,39.63,0.87,insn per cycle
     2.821233712,31762085,,L1-dcache-loads,16008276,39.64,,
     2.821233712,3197206,,L1-dcache-load-misses,16004478,39.63,10.07,of all L1-dcache accesses
     2.821233712,1033148,,LLC-loads,16002686,39.63,,
     2.821233712,525318,,LLC-load-misses,15999084,39.62,50.85,of all LL-cache accesses
     2.861589701,1928,,branch-misses,2385752,5.91,,
     2.861589701,645,,iTLB-load-misses,6376288,15.80,,
     2.861589701,28530,,dTLB-load-misses,10375207,25.71,,
     2.861589701,69662,,dTLB-store-misses,14371222,35.62,,
     2.861589701,148811,,L1-icache-load-misses,15995453,39.64,,
     2.861589701,3615566,,L1-dcache-load-misses,16009632,39.68,13.20,of all L1-dcache accesses
     2.861589701,491494,,l2_rqsts.all_demand_miss,15998790,39.65,,
     2.861589701,128011,,LLC-load-misses,16002524,39.66,15.37,of all LL-cache accesses
     2.861589701,24352,,LLC-store-misses,15998617,39.65,,
     2.861589701,131613124,,cycles,15991556,39.63,,
     2.861589701,104782823,,instructions,13983375,34.65,0.80,insn per cycle
     2.861589701,27382661,,L1-dcache-loads,9983617,24.74,,
     2.861589701,4041882,,L1-dcache-load-misses,5985898,14.83,14.76,of all L1-dcache accesses
     2.861589701,833130,,LLC-loads,1986437,4.92,,
     2.861589701,<not counted>,,LLC-load-misses,0,0.00,,
     2.901941060,445134,,branch-misses,16001193,39.66,,
     2.901941060,839,,iTLB-load-misses,16004276,39.66,,
     2.901941060,75715,,dTLB-load-misses,15998043,39.65,,
     2.901941060,2766,,dTLB-store-misses,15997483,39.65,,
     2.901941060,1644999,,L1-icache-load-misses,15998946,39.65,,
     2.901941060,2364127,,L1-dcache-load-misses,14324445,35.50,6.43,of all L1-dcache accesses
     2.901941060,313454,,l2_rqsts.all_demand_miss,10323943,25.58,,
     2.901941060,36096,,LLC-load-misses,6333021,15.69,3.02,of all LL-cache accesses
     2.901941060,1366,,LLC-store-misses,2333359,5.78,,
     2.901941060,<not counted>,,cycles,0,0.00,,
     2.901941060,105608842,,instructions,2018050,5.00,,
     2.901941060,36781417,,L1-dcache-loads,6015994,14.91,,
     2.901941060,3544692,,L1-dcache-load-misses,10014619,24.82,9.64,of all L1-dcache accesses
     2.901941060,1197205,,LLC-loads,14021375,34.75,,
     2.901941060,557272,,LLC-load-misses,16000564,39.66,46.55,of all LL-cache accesses
     2.942319781,304958,,branch-misses,14711830,36.43,,
     2.942319781,3123,,iTLB-load-misses,10707113,26.51,,
     2.942319781,69713,,dTLB-load-misses,6716943,16.63,,
     2.942319781,11336,,dTLB-store-misses,2718890,6.73,,
     2.942319781,<not counted>,,L1-icache-load-misses,0,0.00,,
     2.942319781,543210,,L1-dcache-load-misses,1669376,4.13,0.66,of all L1-dcache accesses
     2.942319781,225541,,l2_rqsts.all_demand_miss,5665981,14.03,,
     2.942319781,21220,,LLC-load-misses,9664661,23.93,12.84,of all LL-cache accesses
     2.942319781,2113,,LLC-store-misses,13666206,33.83,,
     2.942319781,138942287,,cycles,16004559,39.62,,
     2.942319781,310658723,,instructions,16005908,39.62,2.24,insn per cycle
     2.942319781,81832780,,L1-dcache-loads,16001731,39.61,,
     2.942319781,526232,,L1-dcache-load-misses,16009456,39.63,0.64,of all L1-dcache accesses
     2.942319781,165232,,LLC-loads,16000266,39.61,,
     2.942319781,171108,,LLC-load-misses,16001308,39.61,103.56,of all LL-cache accesses
     2.982723360,333806,,branch-misses,1297252,3.21,,
     2.982723360,787,,iTLB-load-misses,5285676,13.09,,
     2.982723360,73535,,dTLB-load-misses,9280236,22.98,,
     2.982723360,5775,,dTLB-store-misses,13278241,32.88,,
     2.982723360,22001,,L1-icache-load-misses,15994958,39.61,,
     2.982723360,3812758,,L1-dcache-load-misses,16008671,39.64,13.20,of all L1-dcache accesses
     2.982723360,1487005,,l2_rqsts.all_demand_miss,16033333,39.70,,
     2.982723360,469537,,LLC-load-misses,16007774,39.64,52.16,of all LL-cache accesses
     2.982723360,62418,,LLC-store-misses,16035469,39.71,,
     2.982723360,130811161,,cycles,15988995,39.59,,
     2.982723360,116123303,,instructions,15080051,37.34,0.89,insn per cycle
     2.982723360,28876166,,L1-dcache-loads,11106476,27.50,,
     2.982723360,3514753,,L1-dcache-load-misses,7078948,17.53,12.17,of all L1-dcache accesses
     2.982723360,900265,,LLC-loads,3118389,7.72,,
     2.982723360,<not counted>,,LLC-load-misses,0,0.00,,
     3.023020815,283857,,branch-misses,16004083,39.71,,
     3.023020815,2258,,iTLB-load-misses,16007254,39.72,,
     3.023020815,88369,,dTLB-load-misses,15994012,39.69,,
     3.023020815,14284,,dTLB-store-misses,16000870,39.71,,
     3.023020815,15872,,L1-icache-load-misses,15992373,39.69,,
     3.023020815,4053900,,L1-dcache-load-misses,15402075,38.22,6.92,of all L1-dcache accesses
     3.023020815,1815205,,l2_rqsts.all_demand_miss,11410034,28.31,,
     3.023020815,544417,,LLC-load-misses,7409746,18.38,108.97,of all LL-cache accesses
     3.023020815,3906,,LLC-store-misses,3415136,8.47,,
     3.023020815,<not counted>,,cycles,0,0.00,,
     3.023020815,270748379,,instructions,885800,2.20,,
     3.023020815,58562914,,L1-dcache-loads,4888745,12.13,,
     3.023020815,3727535,,L1-dcache-load-misses,8884444,22.05,6.37,of all L1-dcache accesses
     3.023020815,499605,,LLC-loads,12890094,31.98,,
     3.023020815,354887,,LLC-load-misses,16003927,39.71,71.03,of all LL-cache accesses
     3.063342871,551755,,branch-misses,15729310,39.00,,
     3.063342871,1065,,iTLB-load-misses,11730306,29.08,,
     3.063342871,76934,,dTLB-load-misses,7733493,19.17,,
     3.063342871,13859,,dTLB-store-misses,3740075,9.27,,
     3.063342871,<not counted>,,L1-icache-load-misses,0,0.00,,
     3.063342871,2799133,,L1-dcache-load-misses,635853,1.58,6.86,of all L1-dcache accesses
     3.063342871,750536,,l2_rqsts.all_demand_miss,4588009,11.37,,
     3.063342871,482710,,LLC-load-misses,8584894,21.28,54.44,of all LL-cache accesses
     3.063342871,78169,,LLC-store-misses,12598231,31.23,,
     3.063342871,140475025,,cycles,15969554,39.58,,
     3.063342871,134544893,,instructions,16008648,39.68,0.96,insn per cycle
     3.063342871,40781112,,L1-dcache-loads,16005353,39.67,,
     3.063342871,3563745,,L1-dcache-load-misses,15994628,39.65,8.74,of all L1-dcache accesses
     3.063342871,886656,,LLC-loads,15992992,39.64,,
     3.063342871,417110,,LLC-load-misses,15995449,39.65,47.04,of all LL-cache accesses
     3.103713405,350823,,branch-misses,276804,0.69,,
     3.103713405,766,,iTLB-load-misses,4264946,10.57,,
     3.103713405,103009,,dTLB-load-misses,8258266,20.46,,
     3.103713405,3637,,dTLB-store-misses,12257051,30.37,,
     3.103713405,22223,,L1-icache-load-misses,15989370,39.62,,
     3.103713405,3016288,,L1-dcache-load-misses,16004528,39.66,3.32,of all L1-dcache accesses
     3.103713405,432168,,l2_rqsts.all_demand_miss,16010957,39.68,,
     3.103713405,148040,,LLC-load-misses,16000926,39.65,21.19,of all LL-cache accesses
     3.103713405,12282,,LLC-store-misses,16031564,39.74,,
     3.103713405,141796632,,cycles,15991210,39.64,,
     3.103713405,340995313,,instructions,15988518,39.63,2.40,insn per cycle
     3.103713405,90747297,,L1-dcache-loads,12100692,30.00,,
     3.103713405,2077875,,L1-dcache-load-misses,8073549,20.01,2.29,of all L1-dcache accesses
     3.103713405,698627,,LLC-loads,4107003,10.18,,
     3.103713405,211611,,LLC-load-misses,107335,0.27,30.29,of all LL-cache accesses
     3.143950968,452963,,branch-misses,16004371,39.77,,
     3.143950968,875,,iTLB-load-misses,16001827,39.77,,
     3.143950968,23536,,dTLB-load-misses,15991237,39.74,,
     3.143950968,1615,,dTLB-store-misses,15990238,39.74,,
     3.143950968,16176,,L1-icache-load-misses,15993943,39.75,,
     3.143950968,21841731,,L1-dcache-load-misses,15997889,39.76,46.64,of all L1-dcache accesses
     3.143950968,461017,,l2_rqsts.all_demand_miss,12338986,30.66,,
     3.143950968,207083,,LLC-load-misses,8337257,20.72,33.45,of all LL-cache accesses
     3.143950968,25578,,LLC-store-misses,4343809,10.79,,
     3.143950968,140854470,,cycles,345361,0.86,,
     3.143950968,<not counted>,,instructions,0,0.00,,
     3.143950968,46826177,,L1-dcache-loads,3896059,9.68,,
     3.143950968,1738872,,L1-dcache-load-misses,7892878,19.61,3.71,of all L1-dcache accesses
     3.143950968,619064,,LLC-loads,11901834,29.58,,
     3.143950968,371443,,LLC-load-misses,15904863,39.53,60.00,of all LL-cache accesses
     3.184238548,570522,,branch-misses,15990830,39.69,,
     3.184238548,734,,iTLB-load-misses,12622750,31.33,,
     3.184238548,41907,,dTLB-load-misses,8623571,21.40,,
     3.184238548,687,,dTLB-store-misses,4627333,11.48,,
     3.184238548,22860,,L1-icache-load-misses,632820,1.57,,
     3.184238548,<not counted>,,L1-dcache-load-misses,0,0.00,,
     3.184238548,525636,,l2_rqsts.all_demand_miss,3662206,9.09,,
     3.184238548,246460,,LLC-load-misses,7659022,19.01,90.66,of all LL-cache accesses
     3.184238548,73712,,LLC-store-misses,11659972,28.94,,
     3.184238548,141096158,,cycles,15663263,38.87,,
     3.184238548,131119817,,instructions,16001083,39.71,0.93,insn per cycle
     3.184238548,31617388,,L1-dcache-loads,16009285,39.73,,
     3.184238548,2661974,,L1-dcache-load-misses,16001340,39.71,8.42,of all L1-dcache accesses
     3.184238548,271844,,LLC-loads,15998013,39.70,,
     3.184238548,120795,,LLC-load-misses,16000146,39.71,44.44,of all LL-cache accesses
     3.224526370,<not counted>,,branch-misses,0,0.00,,
     3.224526370,584,,iTLB-load-misses,3374541,8.38,,
     3.224526370,63425,,dTLB-load-misses,7379184,18.32,,
     3.224526370,2140,,dTLB-store-misses,11369403,28.22,,
     3.224526370,848344,,L1-icache-load-misses,15368452,38.15,,
     3.224526370,1684309,,L1-dcache-load-misses,16006042,39.74,4.26,of all L1-dcache accesses
     3.224526370,245238,,l2_rqsts.all_demand_miss,16001963,39.73,,
     3.224526370,120697,,LLC-load-misses,16009206,39.74,102.91,of all LL-cache accesses
     3.224526370,8250,,LLC-store-misses,16004530,39.73,,
     3.224526370,140264334,,cycles,15995908,39.71,,
     3.224526370,216648569,,instructions,15989016,39.69,1.54,insn per cycle
     3.224526370,39575260,,L1-dcache-loads,12911799,32.05,,
     3.224526370,1387021,,L1-dcache-load-misses,8916238,22.13,3.50,of all L1-dcache accesses
     3.224526370,117283,,LLC-loads,4920503,12.21,,
     3.224526370,54336,,LLC-load-misses,925983,2.30,46.33,of all LL-cache accesses
     3.264836192,275802,,branch-misses,16007683,39.71,,
     3.264836192,1480,,iTLB-load-misses,16008148,39.71,,
     3.264836192,70655,,dTLB-load-misses,15995914,39.68,,
     3.264836192,8600,,dTLB-store-misses,15987043,39.66,,
     3.264836192,43418,,L1-icache-load-misses,15996455,39.69,,
     3.264836192,3727216,,L1-dcache-load-misses,15995487,39.68,6.08,of all L1-dcache accesses
     3.264836192,662613,,l2_rqsts.all_demand_miss,13223794,32.80,,
     3.264836192,365930,,LLC-load-misses,9229318,22.89,156.74,of all LL-cache accesses
     3.264836192,52319,,LLC-store-misses,5226344,12.96,,
     3.264836192,133971426,,cycles,1227775,3.05,,
     3.264836192,<not counted>,,instructions,0,0.00,,
     3.264836192,61343718,,L1-dcache-loads,3078687,7.64,,
     3.264836192,1118916,,L1-dcache-load-misses,7077708,17.56,1.82,of all L1-dcache accesses
     3.264836192,233461,,LLC-loads,11083293,27.49,,
     3.264836192,218880,,LLC-load-misses,15087182,37.43,93.75,of all LL-cache accesses
     3.305133585,378439,,branch-misses,15997894,39.70,,
     3.305133585,2253,,iTLB-load-misses,13517770,33.54,,
     3.305133585,50272,,dTLB-load-misses,9506670,23.59,,
     3.305133585,3190,,dTLB-store-misses,5520547,13.70,,
     3.305133585,1607746,,L1-icache-load-misses,1517604,3.77,,
     3.305133585,<not counted>,,L1-dcache-load-misses,0,0.00,,
     3.305133585,1051788,,l2_rqsts.all_demand_miss,2780181,6.90,,
     3.305133585,641055,,LLC-load-misses,6780368,16.83,512.24,of all LL-cache accesses
     3.305133585,37315,,LLC-store-misses,10772119,26.73,,
     3.305133585,130057954,,cycles,14772234,36.66,,
     3.305133585,149899160,,instructions,16030430,39.78,1.15,insn per cycle
     3.305133585,56785132,,L1-dcache-loads,16000976,39.71,,
     3.305133585,1596003,,L1-dcache-load-misses,16000466,39.71,2.81,of all L1-dcache accesses
     3.305133585,125148,,LLC-loads,16011908,39.74,,
     3.305133585,147460,,LLC-load-misses,15965894,39.62,117.83,of all LL-cache accesses
     3.345426215,<not counted>,,branch-misses,0,0.00,,
     3.345426215,1467,,iTLB-load-misses,2499118,6.20,,
     3.345426215,15636,,dTLB-load-misses,6478976,16.08,,
     3.345426215,4504,,dTLB-store-misses,10476050,26.00,,
     3.345426215,1029959,,L1-icache-load-misses,14487336,35.95,,
     3.345426215,5581472,,L1-dcache-load-misses,15991596,39.69,11.26,of all L1-dcache accesses
     3.345426215,639817,,l2_rqsts.all_demand_miss,16006359,39.72,,
     3.345426215,192169,,LLC-load-misses,16001490,39.71,28.32,of all LL-cache accesses
     3.345426215,1698,,LLC-store-misses,15992332,39.69,,
     3.345426215,134159911,,cycles,15998970,39.70,,
     3.345426215,122927388,,instructions,15995707,39.70,0.92,insn per cycle
     3.345426215,49553082,,L1-dcache-loads,13826087,34.31,,
     3.345426215,3791443,,L1-dcache-load-misses,9824511,24.38,7.65,of all L1-dcache accesses
     3.345426215,678618,,LLC-loads,5821473,14.45,,
     3.345426215,154621,,LLC-load-misses,1829738,4.54,22.78,of all LL-cache accesses
     3.385742793,570835,,branch-misses,16000000,39.69,,
     3.385742793,1604,,iTLB-load-misses,15999675,39.69,,
     3.385742793,64750,,dTLB-load-misses,15980537,39.64,,
     3.385742793,4016,,dTLB-store-misses,15996358,39.68,,
     3.385742793,2069547,,L1-icache-load-misses,16001726,39.70,,
     3.385742793,3012263,,L1-dcache-load-misses,15997590,39.69,3.84,of all L1-dcache accesses
     3.385742793,518528,,l2_rqsts.all_demand_miss,14137414,35.07,,
     3.385742793,326220,,LLC-load-misses,10136553,25.14,27.33,of all LL-cache accesses
     3.385742793,20606,,LLC-store-misses,6137741,15.22,,
     3.385742793,143166819,,cycles,2139610,5.31,,
     3.385742793,<not counted>,,instructions,0,0.00,,
     3.385742793,78479607,,L1-dcache-loads,2174604,5.39,,
     3.385742793,3858552,,L1-dcache-load-misses,6176544,15.32,4.92,of all L1-dcache accesses
     3.385742793,1193622,,LLC-loads,10188641,25.27,,
     3.385742793,514484,,LLC-load-misses,14174021,35.16,43.10,of all LL-cache accesses
     3.426119029,380759,,branch-misses,16001722,39.63,,
     3.426119029,926,,iTLB-load-misses,14508178,35.93,,
     3.426119029,90187,,dTLB-load-misses,10506080,26.01,,
     3.426119029,6559,,dTLB-store-misses,6501688,16.10,,
     3.426119029,25752,,L1-icache-load-misses,2511033,6.22,,
     3.426119029,<not counted>,,L1-dcache-load-misses,0,0.00,,
     3.426119029,1257823,,l2_rqsts.all_demand_miss,1866423,4.62,,
     3.426119029,458126,,LLC-load-misses,5863943,14.52,62.54,of all LL-cache accesses
     3.426119029,24176,,LLC-store-misses,9858328,24.41,,
     3.426119029,140710440,,cycles,13858877,34.32,,
     3.426119029,200080381,,instructions,16003839,39.63,1.42,insn per cycle
     3.426119029,64333369,,L1-dcache-loads,16003552,39.63,,
     3.426119029,3680256,,L1-dcache-load-misses,16003936,39.63,5.72,of all L1-dcache accesses
     3.426119029,732574,,LLC-loads,16007206,39.64,,
     3.426119029,455142,,LLC-load-misses,16008053,39.64,62.13,of all LL-cache accesses
     3.466493680,<not counted>,,branch-misses,0,0.00,,
     3.466493680,514,,iTLB-load-misses,1489722,3.69,,
     3.466493680,82851,,dTLB-load-misses,5508211,13.65,,
     3.466493680,943,,dTLB-store-misses,9488498,23.52,,
     3.466493680,43573,,L1-icache-load-misses,13484776,33.43,,
     3.466493680,4160667,,L1-dcache-load-misses,16001794,39.67,13.12,of all L1-dcache accesses
     3.466493680,976683,,l2_rqsts.all_demand_miss,15990933,39.64,,
     3.466493680,479042,,LLC-load-misses,16015029,39.70,63.15,of all LL-cache accesses
     3.466493680,12213,,LLC-store-misses,15984937,39.63,,
     3.466493680,120832393,,cycles,15999871,39.67,,
     3.466493680,89359109,,instructions,15968895,39.59,0.74,insn per cycle
     3.466493680,31723477,,L1-dcache-loads,14844525,36.80,,
     3.466493680,3397478,,L1-dcache-load-misses,10877913,26.97,10.71,of all L1-dcache accesses
     3.466493680,758622,,LLC-loads,6866282,17.02,,
     3.466493680,519667,,LLC-load-misses,2887820,7.16,68.50,of all LL-cache accesses
     3.506789983,395294,,branch-misses,16002279,39.71,,
     3.506789983,1148,,iTLB-load-misses,16006656,39.72,,
     3.506789983,78979,,dTLB-load-misses,15999512,39.70,,
     3.506789983,6956,,dTLB-store-misses,15989312,39.68,,
     3.506789983,67074,,L1-icache-load-misses,16000212,39.70,,
     3.506789983,3685856,,L1-dcache-load-misses,15991396,39.68,9.21,of all L1-dcache accesses
