     A,B,C,D,E,F,G,H
     0.050140193,723869,,branch-misses,18201591,36.39,,
     0.050140193,3003,,iTLB-load-misses,10192849,20.38,,
     0.050140193,133449,,dTLB-load-misses,11806667,23.60,,
     0.050140193,8747,,dTLB-store-misses,15804270,31.60,,
     0.050140193,250325,,L1-icache-load-misses,19802967,39.59,,
     0.050140193,5801561,,L1-dcache-load-misses,15874906,31.74,7.57,of all L1-dcache accesses
     0.050140193,1051768,,l2_rqsts.all_demand_miss,15828797,31.65,,
     0.050140193,283792,,LLC-load-misses,15824755,31.64,51.97,of all LL-cache accesses
     0.050140193,69300,,LLC-store-misses,15821824,31.64,,
     0.050140193,176716078,,cycles,19821119,39.64,,
     0.050140193,334626901,,instructions,23820354,47.64,1.89,insn per cycle
     0.050140193,76687189,,L1-dcache-loads,23955431,47.91,,
     0.050140193,3399841,,L1-dcache-load-misses,22393136,44.79,4.43,of all L1-dcache accesses
     0.050140193,546040,,LLC-loads,18398268,36.80,,
     0.050140193,299236,,LLC-load-misses,14401320,28.80,54.80,of all LL-cache accesses
     0.100477768,735528,,branch-misses,18326236,36.41,,
     0.100477768,6364,,iTLB-load-misses,17612250,34.99,,
     0.100477768,139411,,dTLB-load-misses,19996382,39.73,,
     0.100477768,11303,,dTLB-store-misses,20003570,39.74,,
     0.100477768,41922,,L1-icache-load-misses,20001819,39.74,,
     0.100477768,6188953,,L1-dcache-load-misses,16000358,31.79,20.50,of all L1-dcache accesses
     0.100477768,652539,,l2_rqsts.all_demand_miss,15999181,31.79,,
     0.100477768,527411,,LLC-load-misses,15995921,31.78,59.49,of all LL-cache accesses
     0.100477768,41237,,LLC-store-misses,16008200,31.80,,
     0.100477768,153357162,,cycles,19997340,39.73,,
     0.100477768,88182043,,instructions,20727233,41.18,0.58,insn per cycle
     0.100477768,30188033,,L1-dcache-loads,16730584,33.24,,
     0.100477768,4852003,,L1-dcache-load-misses,14341062,28.49,16.07,of all L1-dcache accesses
     0.100477768,886540,,LLC-loads,14337225,28.48,,
     0.100477768,400006,,LLC-load-misses,14326543,28.46,45.12,of all LL-cache accesses
     0.150818806,528828,,branch-misses,23278354,46.71,,
     0.150818806,1191,,iTLB-load-misses,23500684,47.16,,
     0.150818806,110027,,dTLB-load-misses,23491467,47.14,,
     0.150818806,8381,,dTLB-store-misses,23489684,47.14,,
     0.150818806,87533,,L1-icache-load-misses,23502564,47.16,,
     0.150818806,7032058,,L1-dcache-load-misses,15994381,32.10,10.35,of all L1-dcache accesses
     0.150818806,1313406,,l2_rqsts.all_demand_miss,15067721,30.23,,
     0.150818806,659971,,LLC-load-misses,11069867,22.21,91.60,of all LL-cache accesses
     0.150818806,115622,,LLC-store-misses,7064401,14.17,,
     0.150818806,168196372,,cycles,7065728,14.18,,
     0.150818806,215992746,,instructions,10338983,20.74,1.28,insn per cycle
     0.150818806,67948654,,L1-dcache-loads,10344054,20.75,,
     0.150818806,3561365,,L1-dcache-load-misses,11271550,22.62,5.24,of all L1-dcache accesses
     0.150818806,720509,,LLC-loads,15271692,30.64,,
     0.150818806,382819,,LLC-load-misses,19264172,38.65,53.13,of all LL-cache accesses
     0.201140822,151042,,branch-misses,28000361,55.64,,
     0.201140822,15849,,iTLB-load-misses,20002746,39.75,,
     0.201140822,30153,,dTLB-load-misses,19992540,39.73,,
     0.201140822,3798,,dTLB-store-misses,19991724,39.73,,
     0.201140822,52097,,L1-icache-load-misses,17383648,34.54,,
     0.201140822,33882008,,L1-dcache-load-misses,9390039,18.66,37.12,of all L1-dcache accesses
     0.201140822,7374134,,l2_rqsts.all_demand_miss,6324813,12.57,,
     0.201140822,424738,,LLC-load-misses,6322739,12.57,229.63,of all LL-cache accesses
     0.201140822,66683,,LLC-store-misses,8926111,17.74,,
     0.201140822,173028176,,cycles,12927399,25.69,,
     0.201140822,321493459,,instructions,16921526,33.63,1.86,insn per cycle
     0.201140822,91276280,,L1-dcache-loads,20919238,41.58,,
     0.201140822,2634124,,L1-dcache-load-misses,24003109,47.70,2.89,of all L1-dcache accesses
     0.201140822,184968,,LLC-loads,24005156,47.71,,
     0.201140822,131302,,LLC-load-misses,24004363,47.71,70.99,of all LL-cache accesses
     0.251470991,226640,,branch-misses,27992897,55.62,,
     0.251470991,625,,iTLB-load-misses,19715889,39.17,,
     0.251470991,41309,,dTLB-load-misses,15717507,31.23,,
     0.251470991,695,,dTLB-store-misses,11723048,23.29,,
     0.251470991,298080,,L1-icache-load-misses,10339401,20.54,,
     0.251470991,17761798,,L1-dcache-load-misses,6614771,13.14,25.85,of all L1-dcache accesses
     0.251470991,2858305,,l2_rqsts.all_demand_miss,10620531,21.10,,
     0.251470991,318754,,LLC-load-misses,14618132,29.04,46.71,of all LL-cache accesses
     0.251470991,21128,,LLC-store-misses,16003682,31.80,,
     0.251470991,172658792,,cycles,20005601,39.75,,
     0.251470991,250243496,,instructions,24000222,47.68,1.45,insn per cycle
     0.251470991,68723972,,L1-dcache-loads,23998600,47.68,,
     0.251470991,5543391,,L1-dcache-load-misses,23991809,47.66,8.07,of all L1-dcache accesses
     0.251470991,682345,,LLC-loads,23989157,47.66,,
     0.251470991,406205,,LLC-load-misses,23992969,47.67,59.53,of all LL-cache accesses
     0.301802918,171016,,branch-misses,22045585,43.80,,
     0.301802918,584,,iTLB-load-misses,10334419,20.53,,
     0.301802918,80881,,dTLB-load-misses,10333985,20.53,,
     0.301802918,10627,,dTLB-store-misses,10334474,20.53,,
     0.301802918,763088,,L1-icache-load-misses,12274932,24.39,,
     0.301802918,4592002,,L1-dcache-load-misses,16000131,31.79,3.66,of all L1-dcache accesses
     0.301802918,799562,,l2_rqsts.all_demand_miss,15995290,31.78,,
     0.301802918,21797,,LLC-load-misses,16003205,31.79,6.96,of all LL-cache accesses
     0.301802918,827501,,LLC-store-misses,16005580,31.80,,
     0.301802918,172591548,,cycles,20007616,39.75,,
     0.301802918,395762420,,instructions,24002603,47.68,2.29,insn per cycle
     0.301802918,125604019,,L1-dcache-loads,24001280,47.68,,
     0.301802918,2976240,,L1-dcache-load-misses,24006640,47.69,2.37,of all L1-dcache accesses
     0.301802918,313018,,LLC-loads,23998512,47.68,,
     0.301802918,249187,,LLC-load-misses,22062903,43.83,79.61,of all LL-cache accesses
     0.352154409,500418,,branch-misses,18350264,36.45,,
     0.352154409,3607,,iTLB-load-misses,10354684,20.57,,
     0.352154409,88072,,dTLB-load-misses,13951312,27.71,,
     0.352154409,8573,,dTLB-store-misses,17945601,35.65,,
     0.352154409,57102,,L1-icache-load-misses,19999559,39.73,,
     0.352154409,5852081,,L1-dcache-load-misses,15995342,31.77,5.81,of all L1-dcache accesses
     0.352154409,894137,,l2_rqsts.all_demand_miss,15990933,31.76,,
     0.352154409,718442,,LLC-load-misses,15999108,31.78,434.31,of all LL-cache accesses
     0.352154409,177325,,LLC-store-misses,15999002,31.78,,
     0.352154409,174559663,,cycles,19998304,39.73,,
     0.352154409,302050138,,instructions,23996665,47.67,1.73,insn per cycle
     0.352154409,100765772,,L1-dcache-loads,23996341,47.67,,
     0.352154409,3473393,,L1-dcache-load-misses,20408315,40.54,3.45,of all L1-dcache accesses
     0.352154409,165423,,LLC-loads,16405270,32.59,,
     0.352154409,101748,,LLC-load-misses,14344039,28.49,61.51,of all LL-cache accesses
     0.402539082,396601,,branch-misses,18386274,36.49,,
     0.402539082,889,,iTLB-load-misses,19595636,38.89,,
     0.402539082,11362,,dTLB-load-misses,20007915,39.71,,
     0.402539082,1039,,dTLB-store-misses,20014143,39.72,,
     0.402539082,7846992,,L1-icache-load-misses,20004892,39.70,,
     0.402539082,658070,,L1-dcache-load-misses,16005492,31.76,1.16,of all L1-dcache accesses
     0.402539082,273216,,l2_rqsts.all_demand_miss,16004433,31.76,,
     0.402539082,291882,,LLC-load-misses,15990688,31.73,61.24,of all LL-cache accesses
     0.402539082,9528,,LLC-store-misses,15996970,31.75,,
     0.402539082,169474947,,cycles,18792198,37.29,,
     0.402539082,224179640,,instructions,18793510,37.30,1.32,insn per cycle
     0.402539082,56522457,,L1-dcache-loads,14795301,29.36,,
     0.402539082,5136270,,L1-dcache-load-misses,14379242,28.54,9.09,of all L1-dcache accesses
     0.402539082,476596,,LLC-loads,14387056,28.55,,
     0.402539082,142353,,LLC-load-misses,14390179,28.56,29.87,of all LL-cache accesses
     0.452850246,680916,,branch-misses,25215044,50.12,,
     0.452850246,697,,iTLB-load-misses,19992392,39.74,,
     0.452850246,96850,,dTLB-load-misses,19993559,39.74,,
     0.452850246,20108,,dTLB-store-misses,19996217,39.75,,
     0.452850246,78540,,L1-icache-load-misses,19995276,39.75,,
     0.452850246,6720333,,L1-dcache-load-misses,15992616,31.79,10.54,of all L1-dcache accesses
     0.452850246,946769,,l2_rqsts.all_demand_miss,15997682,31.80,,
     0.452850246,422822,,LLC-load-misses,13101779,26.04,44.60,of all LL-cache accesses
     0.452850246,362746,,LLC-store-misses,9102724,18.09,,
     0.452850246,173263801,,cycles,10310801,20.49,,
     0.452850246,223793656,,instructions,14311328,28.45,1.29,insn per cycle
     0.452850246,63771795,,L1-dcache-loads,14324814,28.47,,
     0.452850246,5528016,,L1-dcache-load-misses,14318517,28.46,8.67,of all L1-dcache accesses
     0.452850246,947956,,LLC-loads,17203068,34.19,,
     0.452850246,476260,,LLC-load-misses,21203324,42.15,50.24,of all LL-cache accesses
     0.503097632,380456,,branch-misses,28003509,55.73,,
     0.503097632,721,,iTLB-load-misses,19997562,39.80,,
     0.503097632,88921,,dTLB-load-misses,19991399,39.79,,
     0.503097632,1449,,dTLB-store-misses,19995414,39.80,,
     0.503097632,13477,,L1-icache-load-misses,19335110,38.48,,
     0.503097632,4226405,,L1-dcache-load-misses,11342830,22.57,5.07,of all L1-dcache accesses
     0.503097632,1241974,,l2_rqsts.all_demand_miss,7348566,14.62,,
     0.503097632,423094,,LLC-load-misses,6247878,12.43,47.67,of all LL-cache accesses
     0.503097632,23123,,LLC-store-misses,6895151,13.72,,
     0.503097632,176061114,,cycles,10896343,21.69,,
     0.503097632,304380866,,instructions,14897980,29.65,1.73,insn per cycle
     0.503097632,83325067,,L1-dcache-loads,18899948,37.62,,
     0.503097632,6648150,,L1-dcache-load-misses,22900526,45.58,7.98,of all L1-dcache accesses
     0.503097632,887640,,LLC-loads,24005540,47.78,,
     0.503097632,526244,,LLC-load-misses,24011927,47.79,59.29,of all LL-cache accesses
     0.553363905,96353,,branch-misses,28002905,55.71,,
     0.553363905,444,,iTLB-load-misses,20005696,39.80,,
     0.553363905,206740,,dTLB-load-misses,17612083,35.03,,
     0.553363905,212284,,dTLB-store-misses,13614825,27.08,,
     0.553363905,14474,,L1-icache-load-misses,10269196,20.43,,
     0.553363905,10443589,,L1-dcache-load-misses,6266827,12.47,11.03,of all L1-dcache accesses
     0.553363905,983117,,l2_rqsts.all_demand_miss,8668532,17.24,,
     0.553363905,684082,,LLC-load-misses,12654928,25.18,409.70,of all LL-cache accesses
     0.553363905,32073,,LLC-store-misses,15999953,31.83,,
     0.553363905,167304784,,cycles,19997686,39.78,,
     0.553363905,257148541,,instructions,24004154,47.75,1.54,insn per cycle
     0.553363905,94708171,,L1-dcache-loads,23996045,47.74,,
     0.553363905,4103700,,L1-dcache-load-misses,23981558,47.71,4.33,of all L1-dcache accesses
     0.553363905,166973,,LLC-loads,23993069,47.73,,
     0.553363905,98071,,LLC-load-misses,24000156,47.75,58.73,of all LL-cache accesses
     0.603638457,535771,,branch-misses,23878837,47.50,,
     0.603638457,685,,iTLB-load-misses,11874769,23.62,,
     0.603638457,282888,,dTLB-load-misses,10275283,20.44,,
     0.603638457,23121,,dTLB-store-misses,10277473,20.44,,
     0.603638457,5705,,L1-icache-load-misses,10388677,20.67,,
     0.603638457,21848895,,L1-dcache-load-misses,14386581,28.62,37.13,of all L1-dcache accesses
     0.603638457,5670060,,l2_rqsts.all_demand_miss,15992739,31.81,,
     0.603638457,379812,,LLC-load-misses,16008066,31.84,44.91,of all LL-cache accesses
     0.603638457,338654,,LLC-store-misses,15994271,31.82,,
     0.603638457,161236682,,cycles,19998064,39.78,,
     0.603638457,186284238,,instructions,23993298,47.73,1.16,insn per cycle
     0.603638457,58844795,,L1-dcache-loads,24002710,47.75,,
     0.603638457,4266145,,L1-dcache-load-misses,24002874,47.75,7.25,of all L1-dcache accesses
     0.603638457,845763,,LLC-loads,23985156,47.71,,
     0.603638457,521996,,LLC-load-misses,23893969,47.53,61.72,of all LL-cache accesses
     0.653926655,328625,,branch-misses,18298443,36.39,,
     0.653926655,1192,,iTLB-load-misses,10292967,20.47,,
     0.653926655,122343,,dTLB-load-misses,12119467,24.10,,
     0.653926655,10303,,dTLB-store-misses,16111237,32.04,,
     0.653926655,59526,,L1-icache-load-misses,20001818,39.78,,
     0.653926655,6435136,,L1-dcache-load-misses,16010098,31.84,6.17,of all L1-dcache accesses
     0.653926655,892013,,l2_rqsts.all_demand_miss,15996724,31.81,,
     0.653926655,379187,,LLC-load-misses,16029761,31.88,126.78,of all LL-cache accesses
     0.653926655,209387,,LLC-store-misses,15995323,31.81,,
     0.653926655,173845328,,cycles,19994932,39.76,,
     0.653926655,317078675,,instructions,23994408,47.72,1.82,insn per cycle
     0.653926655,104326916,,L1-dcache-loads,23985908,47.70,,
     0.653926655,8246907,,L1-dcache-load-misses,22178553,44.10,7.90,of all L1-dcache accesses
     0.653926655,299093,,LLC-loads,18153504,36.10,,
     0.653926655,218405,,LLC-load-misses,14291041,28.42,73.02,of all LL-cache accesses
     0.704230955,486555,,branch-misses,18300547,36.39,,
     0.704230955,792,,iTLB-load-misses,17825819,35.44,,
     0.704230955,120347,,dTLB-load-misses,20005456,39.78,,
     0.704230955,3071,,dTLB-store-misses,20006691,39.78,,
     0.704230955,18502,,L1-icache-load-misses,20010741,39.79,,
     0.704230955,2972444,,L1-dcache-load-misses,15999438,31.81,4.19,of all L1-dcache accesses
     0.704230955,908570,,l2_rqsts.all_demand_miss,16000102,31.81,,
     0.704230955,548529,,LLC-load-misses,15989162,31.79,61.80,of all LL-cache accesses
     0.704230955,29768,,LLC-store-misses,15980640,31.78,,
     0.704230955,164105833,,cycles,19979167,39.73,,
     0.704230955,220587750,,instructions,20462917,40.69,1.34,insn per cycle
     0.704230955,70904463,,L1-dcache-loads,16474727,32.76,,
     0.704230955,3390038,,L1-dcache-load-misses,14288247,28.41,4.78,of all L1-dcache accesses
     0.704230955,887601,,LLC-loads,14298109,28.43,,
     0.704230955,473548,,LLC-load-misses,14302648,28.44,53.35,of all LL-cache accesses
     0.754587525,419442,,branch-misses,23529763,46.73,,
     0.754587525,732,,iTLB-load-misses,19998067,39.71,,
     0.754587525,104366,,dTLB-load-misses,19989524,39.70,,
     0.754587525,6194,,dTLB-store-misses,20004225,39.73,,
     0.754587525,16415,,L1-icache-load-misses,20001190,39.72,,
     0.754587525,4414574,,L1-dcache-load-misses,16000775,31.78,5.90,of all L1-dcache accesses
     0.754587525,1400118,,l2_rqsts.all_demand_miss,16001499,31.78,,
     0.754587525,542680,,LLC-load-misses,14832904,29.45,48.69,of all LL-cache accesses
     0.754587525,40662,,LLC-store-misses,10839214,21.52,,
     0.754587525,173176186,,cycles,10840455,21.53,,
     0.754587525,242284271,,instructions,14363556,28.52,1.40,insn per cycle
     0.754587525,74874212,,L1-dcache-loads,14362029,28.52,,
     0.754587525,5131420,,L1-dcache-load-misses,14369765,28.53,6.85,of all L1-dcache accesses
     0.754587525,1114618,,LLC-loads,15515146,30.81,,
     0.754587525,635679,,LLC-load-misses,19512051,38.75,57.03,of all LL-cache accesses
     0.804883589,10236,,branch-misses,28016814,55.70,,
     0.804883589,271,,iTLB-load-misses,20040195,39.84,,
     0.804883589,510062,,dTLB-load-misses,19995771,39.76,,
     0.804883589,13044,,dTLB-store-misses,19999044,39.76,,
     0.804883589,7934,,L1-icache-load-misses,19992145,39.75,,
     0.804883589,6937064,,L1-dcache-load-misses,13095139,26.03,11.23,of all L1-dcache accesses
     0.804883589,678548,,l2_rqsts.all_demand_miss,9134764,18.16,,
     0.804883589,321684,,LLC-load-misses,6296134,12.52,7.84,of all LL-cache accesses
     0.804883589,1027950,,LLC-store-misses,6292010,12.51,,
     0.804883589,174024140,,cycles,10291396,20.46,,
     0.804883589,289181401,,instructions,14294970,28.42,1.66,insn per cycle
     0.804883589,61772095,,L1-dcache-loads,17153401,34.10,,
     0.804883589,7795392,,L1-dcache-load-misses,21158623,42.07,12.62,of all L1-dcache accesses
     0.804883589,4104088,,LLC-loads,24002054,47.72,,
     0.804883589,166332,,LLC-load-misses,24012723,47.74,4.05,of all LL-cache accesses
     0.855196706,492393,,branch-misses,27994273,55.65,,
     0.855196706,875,,iTLB-load-misses,20000485,39.76,,
     0.855196706,130726,,dTLB-load-misses,19438559,38.64,,
     0.855196706,7819,,dTLB-store-misses,15436421,30.68,,
     0.855196706,22862,,L1-icache-load-misses,11439308,22.74,,
     0.855196706,4854031,,L1-dcache-load-misses,6310487,12.54,9.59,of all L1-dcache accesses
     0.855196706,562805,,l2_rqsts.all_demand_miss,6865828,13.65,,
     0.855196706,521503,,LLC-load-misses,10876310,21.62,50.47,of all LL-cache accesses
     0.855196706,34721,,LLC-store-misses,14873155,29.56,,
     0.855196706,165596944,,cycles,18862103,37.49,,
     0.855196706,192150081,,instructions,22863883,45.45,1.16,insn per cycle
     0.855196706,50639582,,L1-dcache-loads,24000116,47.71,,
     0.855196706,4215121,,L1-dcache-load-misses,23999036,47.71,8.32,of all L1-dcache accesses
     0.855196706,1033229,,LLC-loads,23992266,47.69,,
     0.855196706,639496,,LLC-load-misses,23992585,47.69,61.89,of all LL-cache accesses
     0.905511810,184696,,branch-misses,25757938,51.19,,
     0.905511810,1291,,iTLB-load-misses,13756316,27.34,,
     0.905511810,111780,,dTLB-load-misses,10314164,20.50,,
     0.905511810,2589,,dTLB-store-misses,10316242,20.50,,
     0.905511810,476211,,L1-icache-load-misses,10310496,20.49,,
     0.905511810,4737217,,L1-dcache-load-misses,12584692,25.01,3.99,of all L1-dcache accesses
     0.905511810,560370,,l2_rqsts.all_demand_miss,15995972,31.79,,
     0.905511810,104058,,LLC-load-misses,15997689,31.80,34.60,of all LL-cache accesses
     0.905511810,518,,LLC-store-misses,16000010,31.80,,
     0.905511810,172994646,,cycles,20003669,39.76,,
     0.905511810,426296789,,instructions,24010305,47.72,2.46,insn per cycle
     0.905511810,118730851,,L1-dcache-loads,23966800,47.64,,
     0.905511810,1660007,,L1-dcache-load-misses,24004935,47.71,1.40,of all L1-dcache accesses
     0.905511810,300776,,LLC-loads,23999790,47.70,,
     0.905511810,295801,,LLC-load-misses,24003315,47.71,98.35,of all LL-cache accesses
     0.955848732,614118,,branch-misses,18337076,36.43,,
     0.955848732,3910,,iTLB-load-misses,10337475,20.54,,
     0.955848732,81653,,dTLB-load-misses,10348793,20.56,,
     0.955848732,10825,,dTLB-store-misses,14242993,28.30,,
     0.955848732,24178,,L1-icache-load-misses,18236646,36.23,,
     0.955848732,4167315,,L1-dcache-load-misses,16001898,31.79,7.29,of all L1-dcache accesses
     0.955848732,1006849,,l2_rqsts.all_demand_miss,15989960,31.77,,
     0.955848732,577816,,LLC-load-misses,15994951,31.78,46.25,of all LL-cache accesses
     0.955848732,12103,,LLC-store-misses,16002797,31.79,,
     0.955848732,171792873,,cycles,20000953,39.74,,
     0.955848732,182408377,,instructions,24001651,47.68,1.06,insn per cycle
     0.955848732,57189129,,L1-dcache-loads,23997839,47.68,,
     0.955848732,5095944,,L1-dcache-load-misses,23998583,47.68,8.91,of all L1-dcache accesses
     0.955848732,1249249,,LLC-loads,20104186,39.94,,
     0.955848732,522511,,LLC-load-misses,16134900,32.03,41.83,of all LL-cache accesses
     1.006206910,418254,,branch-misses,18363357,36.49,,
     1.006206910,1515,,iTLB-load-misses,15904453,31.60,,
     1.006206910,121316,,dTLB-load-misses,19903804,39.55,,
     1.006206910,13289,,dTLB-store-misses,20003681,39.75,,
     1.006206910,27722,,L1-icache-load-misses,19969664,39.68,,
     1.006206910,3687960,,L1-dcache-load-misses,15973987,31.74,10.83,of all L1-dcache accesses
     1.006206910,1010222,,l2_rqsts.all_demand_miss,15987438,31.77,,
     1.006206910,636224,,LLC-load-misses,15970729,31.73,61.52,of all LL-cache accesses
     1.006206910,147779,,LLC-store-misses,15996960,31.79,,
     1.006206910,154580871,,cycles,20000508,39.74,,
     1.006206910,103182699,,instructions,22459258,44.62,0.67,insn per cycle
     1.006206910,34065596,,L1-dcache-loads,18457998,36.67,,
     1.006206910,4768351,,L1-dcache-load-misses,14445144,28.70,14.00,of all L1-dcache accesses
     1.006206910,1034141,,LLC-loads,14357268,28.53,,
     1.006206910,678398,,LLC-load-misses,14332855,28.50,65.60,of all LL-cache accesses
     1.056520906,605308,,branch-misses,21550939,42.84,,
     1.056520906,1197,,iTLB-load-misses,20000433,39.75,,
     1.056520906,94291,,dTLB-load-misses,19997466,39.75,,
     1.056520906,7389,,dTLB-store-misses,19994834,39.74,,
     1.056520906,52358,,L1-icache-load-misses,19976930,39.71,,
     1.056520906,4258478,,L1-dcache-load-misses,15999362,31.80,8.90,of all L1-dcache accesses
     1.056520906,1975274,,l2_rqsts.all_demand_miss,16000293,31.80,,
     1.056520906,638046,,LLC-load-misses,15999925,31.80,45.66,of all LL-cache accesses
     1.056520906,77824,,LLC-store-misses,12770311,25.38,,
     1.056520906,178041022,,cycles,12771913,25.39,,
     1.056520906,147509421,,instructions,14312526,28.45,0.83,insn per cycle
     1.056520906,47840401,,L1-dcache-loads,14312577,28.45,,
     1.056520906,4326242,,L1-dcache-load-misses,14314450,28.45,9.04,of all L1-dcache accesses
     1.056520906,1397446,,LLC-loads,14317332,28.46,,
     1.056520906,696814,,LLC-load-misses,17556160,34.90,49.86,of all LL-cache accesses
     1.106831111,612138,,branch-misses,28001307,55.65,,
     1.106831111,1026,,iTLB-load-misses,20000175,39.75,,
     1.106831111,84710,,dTLB-load-misses,19995158,39.74,,
     1.106831111,4204,,dTLB-store-misses,19995981,39.74,,
     1.106831111,22830,,L1-icache-load-misses,20001502,39.75,,
     1.106831111,5143243,,L1-dcache-load-misses,15084530,29.98,11.66,of all L1-dcache accesses
     1.106831111,1750785,,l2_rqsts.all_demand_miss,11086653,22.03,,
     1.106831111,603076,,LLC-load-misses,7089483,14.09,39.00,of all LL-cache accesses
     1.106831111,67946,,LLC-store-misses,6321778,12.56,,
     1.106831111,173609677,,cycles,10319772,20.51,,
     1.106831111,133248461,,instructions,14321033,28.46,0.77,insn per cycle
     1.106831111,44107919,,L1-dcache-loads,15226364,30.26,,
     1.106831111,5239353,,L1-dcache-load-misses,19230852,38.22,11.88,of all L1-dcache accesses
     1.106831111,1546389,,LLC-loads,23227177,46.16,,
     1.106831111,615689,,LLC-load-misses,23997774,47.69,39.81,of all LL-cache accesses
     1.157144724,290268,,branch-misses,27994382,55.64,,
     1.157144724,2243,,iTLB-load-misses,20002640,39.76,,
     1.157144724,79652,,dTLB-load-misses,19999335,39.75,,
     1.157144724,7317,,dTLB-store-misses,17389929,34.56,,
     1.157144724,476219,,L1-icache-load-misses,13392770,26.62,,
     1.157144724,3548179,,L1-dcache-load-misses,6307560,12.54,4.80,of all L1-dcache accesses
     1.157144724,1279479,,l2_rqsts.all_demand_miss,6309645,12.54,,
     1.157144724,522213,,LLC-load-misses,8927682,17.75,66.38,of all LL-cache accesses
     1.157144724,53266,,LLC-store-misses,12914366,25.67,,
     1.157144724,167179483,,cycles,16905713,33.61,,
     1.157144724,167674167,,instructions,20907688,41.56,1.00,insn per cycle
     1.157144724,73960885,,L1-dcache-loads,24000033,47.71,,
     1.157144724,4620983,,L1-dcache-load-misses,23999853,47.71,6.25,of all L1-dcache accesses
     1.157144724,786700,,LLC-loads,23984835,47.68,,
     1.157144724,296944,,LLC-load-misses,23996065,47.70,37.75,of all LL-cache accesses
     1.207473025,314684,,branch-misses,27706973,55.05,,
     1.207473025,698,,iTLB-load-misses,15718768,31.23,,
     1.207473025,225690,,dTLB-load-misses,11716362,23.28,,
     1.207473025,194587,,dTLB-store-misses,10334096,20.53,,
     1.207473025,14573,,L1-icache-load-misses,10336133,20.54,,
     1.207473025,4483293,,L1-dcache-load-misses,10601779,21.07,12.52,of all L1-dcache accesses
     1.207473025,1019200,,l2_rqsts.all_demand_miss,14605523,29.02,,
     1.207473025,672918,,LLC-load-misses,15999201,31.79,67.59,of all LL-cache accesses
     1.207473025,38279,,LLC-store-misses,16004410,31.80,,
     1.207473025,171181774,,cycles,19999496,39.74,,
     1.207473025,138117550,,instructions,23995981,47.68,0.81,insn per cycle
     1.207473025,35813651,,L1-dcache-loads,24002916,47.69,,
     1.207473025,3546538,,L1-dcache-load-misses,24001606,47.69,9.90,of all L1-dcache accesses
     1.207473025,995655,,LLC-loads,23996753,47.68,,
     1.207473025,389796,,LLC-load-misses,23988925,47.67,39.15,of all LL-cache accesses
     1.257797855,304388,,branch-misses,18323283,36.41,,
     1.257797855,657,,iTLB-load-misses,10329367,20.52,,
     1.257797855,710445,,dTLB-load-misses,10325205,20.52,,
     1.257797855,32086,,dTLB-store-misses,12279497,24.40,,
     1.257797855,11961,,L1-icache-load-misses,16299463,32.39,,
     1.257797855,15143365,,L1-dcache-load-misses,15998700,31.79,32.78,of all L1-dcache accesses
     1.257797855,2694823,,l2_rqsts.all_demand_miss,16001517,31.80,,
     1.257797855,453867,,LLC-load-misses,16006934,31.81,44.17,of all LL-cache accesses
     1.257797855,52750,,LLC-store-misses,15980290,31.75,,
     1.257797855,161404388,,cycles,19978826,39.70,,
     1.257797855,155276677,,instructions,23979104,47.65,0.96,insn per cycle
     1.257797855,46190588,,L1-dcache-loads,23999468,47.69,,
     1.257797855,4155310,,L1-dcache-load-misses,24000850,47.69,9.00,of all L1-dcache accesses
     1.257797855,1027622,,LLC-loads,22046859,43.81,,
     1.257797855,638702,,LLC-load-misses,18053602,35.87,62.15,of all LL-cache accesses
     1.308091714,713317,,branch-misses,18287914,36.37,,
     1.308091714,738,,iTLB-load-misses,13958336,27.76,,
     1.308091714,102062,,dTLB-load-misses,17953657,35.71,,
     1.308091714,5828,,dTLB-store-misses,20005861,39.79,,
     1.308091714,231643,,L1-icache-load-misses,19999305,39.78,,
     1.308091714,3411569,,L1-dcache-load-misses,15994087,31.81,2.86,of all L1-dcache accesses
     1.308091714,472338,,l2_rqsts.all_demand_miss,16002386,31.83,,
     1.308091714,102451,,LLC-load-misses,15992762,31.81,39.07,of all LL-cache accesses
     1.308091714,1413,,LLC-store-misses,16001712,31.83,,
     1.308091714,173871945,,cycles,19991509,39.76,,
     1.308091714,432083263,,instructions,23991027,47.71,2.49,insn per cycle
     1.308091714,119269918,,L1-dcache-loads,20335214,40.44,,
     1.308091714,920874,,L1-dcache-load-misses,16331294,32.48,0.77,of all L1-dcache accesses
     1.308091714,262219,,LLC-loads,14282695,28.41,,
     1.308091714,289379,,LLC-load-misses,14280039,28.40,110.36,of all LL-cache accesses
     1.358405749,453266,,branch-misses,19680635,39.12,,
     1.358405749,996,,iTLB-load-misses,20003568,39.76,,
     1.358405749,110899,,dTLB-load-misses,20021691,39.79,,
     1.358405749,11363,,dTLB-store-misses,20003188,39.76,,
     1.358405749,21587,,L1-icache-load-misses,20002111,39.76,,
     1.358405749,2953007,,L1-dcache-load-misses,16002990,31.81,4.48,of all L1-dcache accesses
     1.358405749,964799,,l2_rqsts.all_demand_miss,16013998,31.83,,
     1.358405749,579777,,LLC-load-misses,15995472,31.79,195.84,of all LL-cache accesses
     1.358405749,2331,,LLC-store-misses,14652820,29.12,,
     1.358405749,160618637,,cycles,14654678,29.12,,
     1.358405749,142199494,,instructions,14656079,29.13,0.89,insn per cycle
     1.358405749,65928235,,L1-dcache-loads,14314612,28.45,,
