     A,B,C,D,E,F,G,H
     5.232026452,173344610,,cycles,20007567,39.81,,
     5.232026452,221705621,,instructions,23999740,47.76,1.28,insn per cycle
     5.232026452,64532216,,L1-dcache-loads,23998395,47.76,,
     5.232026452,2634559,,L1-dcache-load-misses,23993862,47.75,4.08,of all L1-dcache accesses
     5.232026452,292788,,LLC-loads,23992249,47.75,,
     5.232026452,58715,,LLC-load-misses,23994709,47.75,20.05,of all LL-cache accesses
     5.282297528,1027972,,branch-misses,22530370,45.12,,
     5.282297528,9766,,iTLB-load-misses,10538515,21.10,,
     5.282297528,28925,,dTLB-load-misses,10266637,20.56,,
     5.282297528,6063,,dTLB-store-misses,10269473,20.57,,
     5.282297528,766172,,L1-icache-load-misses,11724402,23.48,,
     5.282297528,4339395,,L1-dcache-load-misses,15393441,30.83,4.48,of all L1-dcache accesses
     5.282297528,553243,,l2_rqsts.all_demand_miss,15669452,31.38,,
     5.282297528,67680,,LLC-load-misses,15675368,31.39,12.29,of all LL-cache accesses
     5.282297528,51709,,LLC-store-misses,15674770,31.39,,
     5.282297528,174726018,,cycles,19682792,39.42,,
     5.282297528,332682248,,instructions,23672864,47.41,1.90,insn per cycle
     5.282297528,96829500,,L1-dcache-loads,23998636,48.06,,
     5.282297528,4880883,,L1-dcache-load-misses,23999870,48.06,5.04,of all L1-dcache accesses
     5.282297528,550703,,LLC-loads,23990938,48.04,,
     5.282297528,75474,,LLC-load-misses,22542080,45.14,13.71,of all LL-cache accesses
     5.332614493,876087,,branch-misses,18312640,36.40,,
     5.332614493,3108,,iTLB-load-misses,10307932,20.49,,
     5.332614493,20146,,dTLB-load-misses,13466543,26.77,,
     5.332614493,2764,,dTLB-store-misses,17470006,34.73,,
     5.332614493,2209242,,L1-icache-load-misses,20010592,39.78,,
     5.332614493,3339728,,L1-dcache-load-misses,15999580,31.80,3.30,of all L1-dcache accesses
     5.332614493,895965,,l2_rqsts.all_demand_miss,15990625,31.79,,
     5.332614493,140502,,LLC-load-misses,15985394,31.78,21.70,of all LL-cache accesses
     5.332614493,261679,,LLC-store-misses,15991485,31.79,,
     5.332614493,177529095,,cycles,19995235,39.75,,
     5.332614493,374535917,,instructions,23991908,47.69,2.11,insn per cycle
     5.332614493,101080017,,L1-dcache-loads,24000463,47.71,,
     5.332614493,5375487,,L1-dcache-load-misses,20856322,41.46,5.32,of all L1-dcache accesses
     5.332614493,647621,,LLC-loads,16858123,33.51,,
     5.332614493,228593,,LLC-load-misses,14306101,28.44,35.30,of all LL-cache accesses
     5.382917111,673251,,branch-misses,18195382,36.25,,
     5.382917111,2014,,iTLB-load-misses,19034043,37.92,,
     5.382917111,85762,,dTLB-load-misses,19896200,39.64,,
     5.382917111,7896,,dTLB-store-misses,19903305,39.65,,
     5.382917111,387535,,L1-icache-load-misses,19898598,39.64,,
     5.382917111,2940852,,L1-dcache-load-misses,15999746,31.87,4.06,of all L1-dcache accesses
     5.382917111,620145,,l2_rqsts.all_demand_miss,16006620,31.89,,
     5.382917111,253226,,LLC-load-misses,15997763,31.87,37.35,of all LL-cache accesses
     5.382917111,116856,,LLC-store-misses,15996014,31.87,,
     5.382917111,175447000,,cycles,19163260,38.18,,
     5.382917111,276693674,,instructions,19164545,38.18,1.58,insn per cycle
     5.382917111,72467890,,L1-dcache-loads,15170266,30.22,,
     5.382917111,5145694,,L1-dcache-load-misses,14295523,28.48,7.10,of all L1-dcache accesses
     5.382917111,677946,,LLC-loads,14297189,28.48,,
     5.382917111,316938,,LLC-load-misses,14303767,28.49,46.75,of all LL-cache accesses
     5.433215118,434023,,branch-misses,24838743,49.38,,
     5.433215118,1642,,iTLB-load-misses,19996938,39.76,,
     5.433215118,40897,,dTLB-load-misses,19992491,39.75,,
     5.433215118,7683,,dTLB-store-misses,20000044,39.76,,
     5.433215118,136679,,L1-icache-load-misses,20001232,39.77,,
     5.433215118,5144698,,L1-dcache-load-misses,16003968,31.82,6.11,of all L1-dcache accesses
     5.433215118,1279859,,l2_rqsts.all_demand_miss,16001662,31.81,,
     5.433215118,379587,,LLC-load-misses,13464427,26.77,45.05,of all LL-cache accesses
     5.433215118,117100,,LLC-store-misses,9466767,18.82,,
     5.433215118,178159596,,cycles,10299060,20.47,,
     5.433215118,276024352,,instructions,14303721,28.44,1.55,insn per cycle
     5.433215118,84142756,,L1-dcache-loads,14301792,28.43,,
     5.433215118,6416918,,L1-dcache-load-misses,14308643,28.45,7.63,of all L1-dcache accesses
     5.433215118,842547,,LLC-loads,16829672,33.46,,
     5.433215118,356111,,LLC-load-misses,20826496,41.40,42.27,of all LL-cache accesses
     5.483529782,688979,,branch-misses,27894389,55.56,,
     5.483529782,5826,,iTLB-load-misses,20007258,39.85,,
     5.483529782,68394,,dTLB-load-misses,20005996,39.85,,
     5.483529782,6765,,dTLB-store-misses,19984580,39.80,,
     5.483529782,45484,,L1-icache-load-misses,19767686,39.37,,
     5.483529782,6252087,,L1-dcache-load-misses,11773936,23.45,7.05,of all L1-dcache accesses
     5.483529782,1707751,,l2_rqsts.all_demand_miss,7773579,15.48,,
     5.483529782,406195,,LLC-load-misses,6319020,12.59,43.44,of all LL-cache accesses
     5.483529782,19567,,LLC-store-misses,6533085,13.01,,
     5.483529782,176662560,,cycles,10532031,20.98,,
     5.483529782,319666882,,instructions,14532905,28.95,1.81,insn per cycle
     5.483529782,88702064,,L1-dcache-loads,18420733,36.69,,
     5.483529782,6429593,,L1-dcache-load-misses,22422335,44.66,7.25,of all L1-dcache accesses
     5.483529782,935026,,LLC-loads,23906853,47.62,,
     5.483529782,283768,,LLC-load-misses,23903386,47.61,30.35,of all LL-cache accesses
     5.533830764,732001,,branch-misses,28000173,55.67,,
     5.533830764,1619,,iTLB-load-misses,19998380,39.76,,
     5.533830764,69251,,dTLB-load-misses,18079729,35.95,,
     5.533830764,17056,,dTLB-store-misses,14080977,28.00,,
     5.533830764,576036,,L1-icache-load-misses,10328711,20.54,,
     5.533830764,6610589,,L1-dcache-load-misses,6305094,12.54,8.60,of all L1-dcache accesses
     5.533830764,1356225,,l2_rqsts.all_demand_miss,8222822,16.35,,
     5.533830764,490328,,LLC-load-misses,12218410,24.29,86.76,of all LL-cache accesses
     5.533830764,161694,,LLC-store-misses,15963843,31.74,,
     5.533830764,177657737,,cycles,19964377,39.70,,
     5.533830764,273067383,,instructions,23969849,47.66,1.54,insn per cycle
     5.533830764,76822879,,L1-dcache-loads,23991542,47.70,,
     5.533830764,4692569,,L1-dcache-load-misses,23986471,47.69,6.11,of all L1-dcache accesses
     5.533830764,565155,,LLC-loads,23990402,47.70,,
     5.533830764,237165,,LLC-load-misses,24002993,47.73,41.96,of all LL-cache accesses
     5.584184851,515275,,branch-misses,20435568,40.85,,
     5.584184851,1184,,iTLB-load-misses,8443940,16.88,,
     5.584184851,65373,,dTLB-load-misses,6375156,12.74,,
     5.584184851,23522,,dTLB-store-misses,6373815,12.74,,
     5.584184851,31581,,L1-icache-load-misses,9920581,19.83,,
     5.584184851,8256916,,L1-dcache-load-misses,13922141,27.83,11.60,of all L1-dcache accesses
     5.584184851,1147093,,l2_rqsts.all_demand_miss,19658469,39.30,,
     5.584184851,322931,,LLC-load-misses,19659976,39.30,38.44,of all LL-cache accesses
     5.584184851,51406,,LLC-store-misses,19662365,39.31,,
     5.584184851,169465147,,cycles,23655158,47.29,,
     5.584184851,237525683,,instructions,27659285,55.29,1.40,insn per cycle
     5.584184851,71191730,,L1-dcache-loads,27653669,55.28,,
     5.584184851,4184841,,L1-dcache-load-misses,23992238,47.96,5.88,of all L1-dcache accesses
     5.584184851,840157,,LLC-loads,23991681,47.96,,
     5.584184851,192916,,LLC-load-misses,20448410,40.88,22.96,of all LL-cache accesses
     5.634530817,744096,,branch-misses,18328932,36.42,,
     5.634530817,6925,,iTLB-load-misses,11561714,22.97,,
     5.634530817,40922,,dTLB-load-misses,15551325,30.90,,
     5.634530817,6434,,dTLB-store-misses,19553594,38.85,,
     5.634530817,123123,,L1-icache-load-misses,19997620,39.74,,
     5.634530817,12863908,,L1-dcache-load-misses,15992443,31.78,16.14,of all L1-dcache accesses
     5.634530817,1815875,,l2_rqsts.all_demand_miss,16001342,31.80,,
     5.634530817,374000,,LLC-load-misses,15998763,31.79,48.84,of all LL-cache accesses
     5.634530817,60157,,LLC-store-misses,16003676,31.80,,
     5.634530817,176058298,,cycles,20003479,39.75,,
     5.634530817,250952926,,instructions,24002948,47.69,1.43,insn per cycle
     5.634530817,79703062,,L1-dcache-loads,22780062,45.26,,
     5.634530817,5823652,,L1-dcache-load-misses,18781417,37.32,7.31,of all L1-dcache accesses
     5.634530817,765697,,LLC-loads,14781369,29.37,,
     5.634530817,226600,,LLC-load-misses,14326476,28.47,29.59,of all LL-cache accesses
     5.684844763,809028,,branch-misses,18305128,36.56,,
     5.684844763,5516,,iTLB-load-misses,19825701,39.59,,
     5.684844763,62812,,dTLB-load-misses,19768195,39.48,,
     5.684844763,4427,,dTLB-store-misses,19769110,39.48,,
     5.684844763,53204,,L1-icache-load-misses,19762891,39.47,,
     5.684844763,4620969,,L1-dcache-load-misses,15947667,31.85,6.32,of all L1-dcache accesses
     5.684844763,777419,,l2_rqsts.all_demand_miss,15999495,31.95,,
     5.684844763,396235,,LLC-load-misses,15994260,31.94,38.77,of all LL-cache accesses
     5.684844763,94979,,LLC-store-misses,16003773,31.96,,
     5.684844763,172886328,,cycles,17090021,34.13,,
     5.684844763,248249778,,instructions,17091551,34.13,1.44,insn per cycle
     5.684844763,73140215,,L1-dcache-loads,14303561,28.56,,
     5.684844763,6004332,,L1-dcache-load-misses,14309358,28.57,8.21,of all L1-dcache accesses
     5.684844763,1022113,,LLC-loads,14313896,28.58,,
     5.684844763,230002,,LLC-load-misses,14310890,28.58,22.50,of all LL-cache accesses
     5.735174305,294656,,branch-misses,26900115,53.46,,
     5.735174305,13857,,iTLB-load-misses,19985582,39.72,,
     5.735174305,60877,,dTLB-load-misses,19984608,39.72,,
     5.735174305,5920,,dTLB-store-misses,19998493,39.75,,
     5.735174305,3020947,,L1-icache-load-misses,20000152,39.75,,
     5.735174305,6108469,,L1-dcache-load-misses,15996829,31.79,7.51,of all L1-dcache accesses
     5.735174305,644440,,l2_rqsts.all_demand_miss,15420914,30.65,,
     5.735174305,304991,,LLC-load-misses,11423958,22.70,74.15,of all LL-cache accesses
     5.735174305,14100,,LLC-store-misses,7426630,14.76,,
     5.735174305,173930162,,cycles,10336093,20.54,,
     5.735174305,287414016,,instructions,14330704,28.48,1.65,insn per cycle
     5.735174305,81309742,,L1-dcache-loads,14339199,28.50,,
     5.735174305,3503082,,L1-dcache-load-misses,14907429,29.62,4.31,of all L1-dcache accesses
     5.735174305,411341,,LLC-loads,18891044,37.54,,
     5.735174305,173598,,LLC-load-misses,22886524,45.48,42.20,of all LL-cache accesses
     5.785510624,374516,,branch-misses,27894985,55.54,,
     5.785510624,560,,iTLB-load-misses,19891242,39.60,,
     5.785510624,75807,,dTLB-load-misses,19994156,39.81,,
     5.785510624,2913,,dTLB-store-misses,19993847,39.81,,
     5.785510624,1383105,,L1-icache-load-misses,17744637,35.33,,
     5.785510624,3502117,,L1-dcache-load-misses,9750700,19.41,3.33,of all L1-dcache accesses
     5.785510624,308579,,l2_rqsts.all_demand_miss,6333123,12.61,,
     5.785510624,290369,,LLC-load-misses,6335328,12.61,61.41,of all LL-cache accesses
     5.785510624,69079,,LLC-store-misses,8573602,17.07,,
     5.785510624,168470986,,cycles,12573489,25.03,,
     5.785510624,377097108,,instructions,16568746,32.99,2.24,insn per cycle
     5.785510624,105077008,,L1-dcache-loads,20576231,40.97,,
     5.785510624,4261948,,L1-dcache-load-misses,23899467,47.59,4.06,of all L1-dcache accesses
     5.785510624,472839,,LLC-loads,23896973,47.58,,
     5.785510624,343536,,LLC-load-misses,23902509,47.59,72.65,of all LL-cache accesses
     5.835836010,680790,,branch-misses,28001790,55.64,,
     5.835836010,1932,,iTLB-load-misses,20002646,39.75,,
     5.835836010,70615,,dTLB-load-misses,16084289,31.96,,
     5.835836010,7224,,dTLB-store-misses,12086532,24.02,,
     5.835836010,1656415,,L1-icache-load-misses,10323864,20.51,,
     5.835836010,1108550,,L1-dcache-load-misses,6323384,12.56,1.01,of all L1-dcache accesses
     5.835836010,173090,,l2_rqsts.all_demand_miss,10243640,20.35,,
     5.835836010,49755,,LLC-load-misses,14243599,28.30,53.82,of all LL-cache accesses
     5.835836010,2069,,LLC-store-misses,16004473,31.80,,
     5.835836010,174961369,,cycles,20001616,39.74,,
     5.835836010,393390641,,instructions,24000933,47.69,2.25,insn per cycle
     5.835836010,109937186,,L1-dcache-loads,24001630,47.69,,
     5.835836010,1050508,,L1-dcache-load-misses,23994249,47.68,0.96,of all L1-dcache accesses
     5.835836010,92453,,LLC-loads,23992436,47.67,,
     5.835836010,121775,,LLC-load-misses,23999550,47.69,131.72,of all LL-cache accesses
     5.886143292,548583,,branch-misses,22381385,44.68,,
     5.886143292,839,,iTLB-load-misses,10388160,20.74,,
     5.886143292,82662,,dTLB-load-misses,10313624,20.59,,
     5.886143292,4956,,dTLB-store-misses,10308945,20.58,,
     5.886143292,26778,,L1-icache-load-misses,11918771,23.79,,
     5.886143292,6266095,,L1-dcache-load-misses,15916382,31.77,11.68,of all L1-dcache accesses
     5.886143292,807337,,l2_rqsts.all_demand_miss,16005280,31.95,,
     5.886143292,400122,,LLC-load-misses,15805339,31.55,42.13,of all LL-cache accesses
     5.886143292,145845,,LLC-store-misses,15789002,31.52,,
     5.886143292,170671107,,cycles,19789433,39.50,,
     5.886143292,180465199,,instructions,23786038,47.48,1.06,insn per cycle
     5.886143292,53666706,,L1-dcache-loads,23786694,47.48,,
     5.886143292,4257687,,L1-dcache-load-misses,23777979,47.46,7.93,of all L1-dcache accesses
     5.886143292,949676,,LLC-loads,23982400,47.87,,
     5.886143292,564927,,LLC-load-misses,22395070,44.70,59.49,of all LL-cache accesses
     5.936468362,962221,,branch-misses,18326017,36.42,,
     5.936468362,1038,,iTLB-load-misses,10325364,20.52,,
     5.936468362,81171,,dTLB-load-misses,13609182,27.04,,
     5.936468362,5749,,dTLB-store-misses,17617668,35.01,,
     5.936468362,68264,,L1-icache-load-misses,19997493,39.74,,
     5.936468362,18694501,,L1-dcache-load-misses,15996351,31.79,24.51,of all L1-dcache accesses
     5.936468362,3232416,,l2_rqsts.all_demand_miss,15999814,31.80,,
     5.936468362,207805,,LLC-load-misses,15988850,31.77,19.31,of all LL-cache accesses
     5.936468362,69698,,LLC-store-misses,15999767,31.80,,
     5.936468362,175272672,,cycles,20003486,39.75,,
     5.936468362,206867025,,instructions,24000070,47.69,1.18,insn per cycle
     5.936468362,76275438,,L1-dcache-loads,24001561,47.70,,
     5.936468362,6417402,,L1-dcache-load-misses,20719214,41.17,8.41,of all L1-dcache accesses
     5.936468362,1075975,,LLC-loads,16721546,33.23,,
     5.936468362,451129,,LLC-load-misses,14324714,28.47,41.93,of all LL-cache accesses
     5.986795678,467338,,branch-misses,18330369,36.71,,
     5.986795678,427,,iTLB-load-misses,19282954,38.62,,
     5.986795678,22247,,dTLB-load-misses,19993887,40.04,,
     5.986795678,349,,dTLB-store-misses,19838287,39.73,,
     5.986795678,72910,,L1-icache-load-misses,19623834,39.30,,
     5.986795678,2118827,,L1-dcache-load-misses,15613767,31.27,1.47,of all L1-dcache accesses
     5.986795678,1028462,,l2_rqsts.all_demand_miss,15611569,31.26,,
     5.986795678,69728,,LLC-load-misses,15772904,31.59,6.70,of all LL-cache accesses
     5.986795678,609,,LLC-store-misses,15985484,32.01,,
     5.986795678,173051689,,cycles,19033192,38.12,,
     5.986795678,479619976,,instructions,19034343,38.12,2.77,insn per cycle
     5.986795678,144065634,,L1-dcache-loads,15045292,30.13,,
     5.986795678,3008872,,L1-dcache-load-misses,14331435,28.70,2.09,of all L1-dcache accesses
     5.986795678,1040075,,LLC-loads,14325520,28.69,,
     5.986795678,90449,,LLC-load-misses,14327359,28.69,8.70,of all LL-cache accesses
     6.037109143,418874,,branch-misses,24959524,49.61,,
     6.037109143,203,,iTLB-load-misses,19995804,39.74,,
     6.037109143,11702,,dTLB-load-misses,19991856,39.74,,
     6.037109143,259,,dTLB-store-misses,19990484,39.73,,
     6.037109143,11730,,L1-icache-load-misses,19999408,39.75,,
     6.037109143,2103034,,L1-dcache-load-misses,15998204,31.80,1.54,of all L1-dcache accesses
     6.037109143,964111,,l2_rqsts.all_demand_miss,15999661,31.80,,
     6.037109143,4217,,LLC-load-misses,13360663,26.56,0.48,of all LL-cache accesses
     6.037109143,21,,LLC-store-misses,9361214,18.61,,
     6.037109143,177414075,,cycles,10314443,20.50,,
     6.037109143,528675539,,instructions,14313294,28.45,2.98,insn per cycle
     6.037109143,136984804,,L1-dcache-loads,14319914,28.46,,
     6.037109143,1898845,,L1-dcache-load-misses,14322295,28.47,1.39,of all L1-dcache accesses
     6.037109143,875333,,LLC-loads,16955448,33.70,,
     6.037109143,20969,,LLC-load-misses,20946059,41.63,2.40,of all LL-cache accesses
     6.087435675,422264,,branch-misses,27893364,55.55,,
     6.087435675,229,,iTLB-load-misses,19884438,39.60,,
     6.087435675,14622,,dTLB-load-misses,19886657,39.60,,
     6.087435675,341,,dTLB-store-misses,19999381,39.83,,
     6.087435675,12788,,L1-icache-load-misses,19672957,39.18,,
     6.087435675,2068750,,L1-dcache-load-misses,11686405,23.27,1.53,of all L1-dcache accesses
     6.087435675,923830,,l2_rqsts.all_demand_miss,7686022,15.31,,
     6.087435675,2301,,LLC-load-misses,6328089,12.60,0.23,of all LL-cache accesses
     6.087435675,37,,LLC-store-misses,6638064,13.22,,
     6.087435675,174911522,,cycles,10638169,21.19,,
     6.087435675,473562611,,instructions,14640959,29.16,2.71,insn per cycle
     6.087435675,135589122,,L1-dcache-loads,18638236,37.12,,
     6.087435675,2027360,,L1-dcache-load-misses,22636447,45.08,1.50,of all L1-dcache accesses
     6.087435675,994928,,LLC-loads,23888785,47.58,,
     6.087435675,14948,,LLC-load-misses,23899966,47.60,1.50,of all LL-cache accesses
     6.137743426,480929,,branch-misses,27983510,55.62,,
     6.137743426,226,,iTLB-load-misses,19998050,39.75,,
     6.137743426,12842,,dTLB-load-misses,17992347,35.76,,
     6.137743426,334,,dTLB-store-misses,13994028,27.82,,
     6.137743426,12525,,L1-icache-load-misses,10310389,20.49,,
     6.137743426,2250475,,L1-dcache-load-misses,6309803,12.54,1.69,of all L1-dcache accesses
     6.137743426,919857,,l2_rqsts.all_demand_miss,8315830,16.53,,
     6.137743426,18495,,LLC-load-misses,12321569,24.49,1.85,of all LL-cache accesses
     6.137743426,521,,LLC-store-misses,16015092,31.83,,
     6.137743426,175424957,,cycles,19999203,39.75,,
     6.137743426,470356334,,instructions,24000970,47.71,2.68,insn per cycle
     6.137743426,132784842,,L1-dcache-loads,24001650,47.71,,
     6.137743426,1983401,,L1-dcache-load-misses,23996311,47.70,1.49,of all L1-dcache accesses
     6.137743426,999011,,LLC-loads,23989191,47.68,,
     6.137743426,6271,,LLC-load-misses,23984356,47.67,0.63,of all LL-cache accesses
     6.188050647,449343,,branch-misses,24188310,48.18,,
     6.188050647,269,,iTLB-load-misses,12297039,24.49,,
     6.188050647,31194,,dTLB-load-misses,10307657,20.53,,
     6.188050647,847,,dTLB-store-misses,10307954,20.53,,
     6.188050647,18088,,L1-icache-load-misses,10307908,20.53,,
     6.188050647,1938720,,L1-dcache-load-misses,14009915,27.91,1.48,of all L1-dcache accesses
     6.188050647,867102,,l2_rqsts.all_demand_miss,16002316,31.88,,
     6.188050647,8962,,LLC-load-misses,16002676,31.88,0.99,of all LL-cache accesses
     6.188050647,203,,LLC-store-misses,16002699,31.88,,
     6.188050647,171535024,,cycles,19903134,39.65,,
     6.188050647,434038242,,instructions,23900217,47.61,2.53,insn per cycle
     6.188050647,130852870,,L1-dcache-loads,23890313,47.59,,
     6.188050647,1865400,,L1-dcache-load-misses,23892380,47.59,1.43,of all L1-dcache accesses
     6.188050647,901200,,LLC-loads,23891671,47.59,,
     6.188050647,57722,,LLC-load-misses,23891768,47.59,6.41,of all LL-cache accesses
     6.238376706,590363,,branch-misses,18326316,36.42,,
     6.238376706,384,,iTLB-load-misses,10327686,20.52,,
     6.238376706,28891,,dTLB-load-misses,11712302,23.27,,
     6.238376706,522,,dTLB-store-misses,15705476,31.21,,
     6.238376706,31001,,L1-icache-load-misses,19696168,39.14,,
     6.238376706,2622789,,L1-dcache-load-misses,16000542,31.80,1.80,of all L1-dcache accesses
     6.238376706,1180690,,l2_rqsts.all_demand_miss,15987894,31.77,,
     6.238376706,16427,,LLC-load-misses,15990874,31.78,0.90,of all LL-cache accesses
     6.238376706,220,,LLC-store-misses,15998952,31.79,,
     6.238376706,175432921,,cycles,19999499,39.74,,
     6.238376706,515022323,,instructions,23998834,47.69,2.94,insn per cycle
     6.238376706,146094671,,L1-dcache-loads,23996648,47.69,,
     6.238376706,3544960,,L1-dcache-load-misses,22629835,44.97,2.43,of all L1-dcache accesses
     6.238376706,1828379,,LLC-loads,18633516,37.03,,
     6.238376706,5357,,LLC-load-misses,14634941,29.08,0.29,of all LL-cache accesses
     6.288681347,475955,,branch-misses,18309715,36.51,,
     6.288681347,386,,iTLB-load-misses,17387266,34.67,,
     6.288681347,40266,,dTLB-load-misses,20006295,39.89,,
     6.288681347,493,,dTLB-store-misses,20002660,39.88,,
     6.288681347,61806,,L1-icache-load-misses,20012905,39.90,,
     6.288681347,2225786,,L1-dcache-load-misses,15843028,31.59,1.53,of all L1-dcache accesses
     6.288681347,972504,,l2_rqsts.all_demand_miss,15845705,31.59,,
     6.288681347,64410,,LLC-load-misses,15851369,31.60,5.20,of all LL-cache accesses
     6.288681347,807,,LLC-store-misses,15838810,31.58,,
     6.288681347,177862211,,cycles,19839636,39.56,,
     6.288681347,494739397,,instructions,20773621,41.42,2.78,insn per cycle
     6.288681347,145283973,,L1-dcache-loads,16931584,33.76,,
     6.288681347,2424794,,L1-dcache-load-misses,14304678,28.52,1.67,of all L1-dcache accesses
     6.288681347,1238673,,LLC-loads,14302618,28.52,,
     6.288681347,7429,,LLC-load-misses,14304796,28.52,0.60,of all LL-cache accesses
     6.338989264,462426,,branch-misses,23068745,45.86,,
     6.338989264,334,,iTLB-load-misses,19999545,39.76,,
     6.338989264,11269,,dTLB-load-misses,19981652,39.72,,
     6.338989264,241,,dTLB-store-misses,19989429,39.74,,
     6.338989264,12677,,L1-icache-load-misses,19997053,39.76,,
     6.338989264,2157302,,L1-dcache-load-misses,15997874,31.80,1.48,of all L1-dcache accesses
     6.338989264,973264,,l2_rqsts.all_demand_miss,15999808,31.81,,
     6.338989264,4617,,LLC-load-misses,15241186,30.30,0.40,of all LL-cache accesses
     6.338989264,58,,LLC-store-misses,11242334,22.35,,
     6.338989264,178148443,,cycles,11243501,22.35,,
     6.338989264,522571777,,instructions,14310044,28.45,2.93,insn per cycle
     6.338989264,145442772,,L1-dcache-loads,14305303,28.44,,
     6.338989264,2515109,,L1-dcache-load-misses,14321273,28.47,1.73,of all L1-dcache accesses
     6.338989264,1162584,,LLC-loads,15064765,29.95,,
     6.338989264,38488,,LLC-load-misses,19056184,37.88,3.31,of all LL-cache accesses
     6.389301755,465234,,branch-misses,27795690,55.53,,
     6.389301755,314,,iTLB-load-misses,19734882,39.43,,
     6.389301755,15387,,dTLB-load-misses,19738780,39.43,,
     6.389301755,286,,dTLB-store-misses,19738505,39.43,,
     6.389301755,20083,,L1-icache-load-misses,19729146,39.41,,
     6.389301755,2336916,,L1-dcache-load-misses,13551989,27.07,1.73,of all L1-dcache accesses
     6.389301755,1114928,,l2_rqsts.all_demand_miss,9552292,19.08,,
     6.389301755,4328,,LLC-load-misses,6314112,12.61,0.43,of all LL-cache accesses
     6.389301755,55,,LLC-store-misses,6315765,12.62,,
     6.389301755,175041959,,cycles,10315574,20.61,,
     6.389301755,477660329,,instructions,14320977,28.61,2.73,insn per cycle
     6.389301755,135025793,,L1-dcache-loads,16762835,33.49,,
     6.389301755,2038784,,L1-dcache-load-misses,20759015,41.47,1.51,of all L1-dcache accesses
     6.389301755,1018017,,LLC-loads,24004802,47.96,,
     6.389301755,27950,,LLC-load-misses,24012279,47.97,2.75,of all LL-cache accesses
     6.439637863,434845,,branch-misses,27991754,55.61,,
     6.439637863,410,,iTLB-load-misses,20004811,39.74,,
     6.439637863,39316,,dTLB-load-misses,19892841,39.52,,
     6.439637863,63372,,dTLB-store-misses,15895243,31.57,,
     6.439637863,22658,,L1-icache-load-misses,11891627,23.62,,
     6.439637863,7560851,,L1-dcache-load-misses,6339636,12.59,5.72,of all L1-dcache accesses
     6.439637863,1022110,,l2_rqsts.all_demand_miss,6446020,12.80,,
     6.439637863,12168,,LLC-load-misses,10458949,20.78,1.04,of all LL-cache accesses
     6.439637863,532,,LLC-store-misses,14453742,28.71,,
     6.439637863,173350695,,cycles,18445924,36.64,,
     6.439637863,460794201,,instructions,22442155,44.58,2.66,insn per cycle
     6.439637863,132110783,,L1-dcache-loads,23999577,47.67,,
     6.439637863,2284078,,L1-dcache-load-misses,23998314,47.67,1.73,of all L1-dcache accesses
     6.439637863,1173731,,LLC-loads,23983845,47.64,,
     6.439637863,60309,,LLC-load-misses,23993287,47.66,5.14,of all LL-cache accesses
     6.490006566,685884,,branch-misses,26042036,51.92,,
     6.490006566,686,,iTLB-load-misses,14246447,28.40,,
     6.490006566,96921,,dTLB-load-misses,10355602,20.65,,
     6.490006566,28271,,dTLB-store-misses,10362888,20.66,,
     6.490006566,39643,,L1-icache-load-misses,10367412,20.67,,
     6.490006566,10160077,,L1-dcache-load-misses,12105443,24.13,17.18,of all L1-dcache accesses
     6.490006566,1958848,,l2_rqsts.all_demand_miss,16000427,31.90,,
     6.490006566,219644,,LLC-load-misses,16001720,31.90,21.19,of all LL-cache accesses
     6.490006566,14358,,LLC-store-misses,15998602,31.90,,
     6.490006566,169648549,,cycles,20004040,39.88,,
     6.490006566,218741354,,instructions,24002873,47.85,1.29,insn per cycle
     6.490006566,59136049,,L1-dcache-loads,23800126,47.45,,
     6.490006566,5385641,,L1-dcache-load-misses,23802727,47.46,9.11,of all L1-dcache accesses
     6.490006566,1036655,,LLC-loads,23793686,47.44,,
     6.490006566,638819,,LLC-load-misses,23792122,47.43,61.62,of all LL-cache accesses
     6.540394577,696606,,branch-misses,18251445,36.37,,
     6.540394577,1198,,iTLB-load-misses,10385826,20.69,,
     6.540394577,65145,,dTLB-load-misses,10396649,20.72,,
     6.540394577,10268,,dTLB-store-misses,13748718,27.39,,
     6.540394577,533201,,L1-icache-load-misses,17746512,35.36,,
     6.540394577,3279007,,L1-dcache-load-misses,15998748,31.88,6.46,of all L1-dcache accesses
     6.540394577,1014887,,l2_rqsts.all_demand_miss,15990593,31.86,,
     6.540394577,598735,,LLC-load-misses,15993615,31.87,40.55,of all LL-cache accesses
     6.540394577,32173,,LLC-store-misses,15932225,31.75,,
     6.540394577,163531416,,cycles,19887594,39.63,,
     6.540394577,142454792,,instructions,23840521,47.50,0.87,insn per cycle
     6.540394577,50741249,,L1-dcache-loads,23803867,47.43,,
     6.540394577,6825401,,L1-dcache-load-misses,23801043,47.43,13.45,of all L1-dcache accesses
     6.540394577,1476582,,LLC-loads,20450582,40.75,,
     6.540394577,467182,,LLC-load-misses,16513831,32.90,31.64,of all LL-cache accesses
     6.590788174,471328,,branch-misses,18392307,36.61,,
     6.590788174,353,,iTLB-load-misses,15360487,30.57,,
     6.590788174,110887,,dTLB-load-misses,19358232,38.53,,
     6.590788174,7539,,dTLB-store-misses,20004811,39.82,,
     6.590788174,72994,,L1-icache-load-misses,20000375,39.81,,
     6.590788174,4558690,,L1-dcache-load-misses,16002086,31.85,11.40,of all L1-dcache accesses
